"country","city","metabolite","value_current","value_previous","year_current","year_previous","change_percent","change_percent2","SiteID","location","latitude","longitude","population","institution","website"
"HU","Budapest","cocaine",311.72,,2024,,,"no previous data","HU001","N/A","47.50155794","19.04200692",912698,"N/A","N/A"
"IE","Dublin","cocaine",875.54,,2024,,,"no previous data","IE001","Ringsend ","53.34874586","-6.277189185",1980000,"N/A","N/A"
"IT","Bologna","cocaine",531.55,,2024,,,"no previous data","IT001","IDAR Bologna","44.55171862","11.36449646",6e+05,"Mario Negri Institute","N/A"
"IT","Bozen","cocaine",415.08,447.22,2024,2023,-7.18661956084255,"stable","IT002","Kläranlage Bozen","46.49672","11.358",280000,"Medical University Innsbruck","N/A"
"IT","Milan","cocaine",402.39,369.18,2024,2023,8.99561189663578,"stable","IT003","Nosedo","45.4337997","9.2213602",1148738,"Mario Negri Institute","N/A"
"IT","Rome","cocaine",478.61,,2024,,,"no previous data","IT004","Roma Sud","41.812778","12.4252602",1100000,"Mario Negri Institute","N/A"
"LT","Kaunas","cocaine",254.31,199.4,2024,2023,27.5376128385155,"increase","LT001","Kaunas","54.89687","23.89243",297143,"Toxicological Centre","N/A"
"LT","Klaipeda","cocaine",164.15,92.15,2024,2023,78.1334780249593,"increase","LT002","Klaipeda","55.78282","21.49279",305333,"Toxicological Centre","N/A"
"LT","Vilnius","cocaine",169.07,124.03,2024,2023,36.3137950495848,"increase","LT003","Vilniaus vandenys","54.687156","25.279651",576727,"Toxicological Centre","N/A"
"LU","Luxembourg","cocaine",499.33,,2024,,,"no previous data","LU002","Beggen","49.61164191","6.12649945",157873,"Laboratoire national de santé","N/A"
"LV","Riga","cocaine",202.67,231.72,2024,2023,-12.5366822026584,"decrease","LV001","Riga","56.94965","24.105186",607381,"Toxicological Centre","N/A"
"NL","Amsterdam","cocaine",1206.28,1209.96,2024,2023,-0.3041422856954,"stable","NL001","RWZI Amsterdam-WEST","52.375","4.8666668",699648,"KWR Water Research Institute","N/A"
"NL","Eindhoven","cocaine",809.89,766.11,2024,2023,5.7145840675621,"stable","NL002","RWZI Eindhoven","51.4421082","5.4800701",468599,"KWR Water Research Institute","N/A"
"NL","Groningen","cocaine",932.69,,2024,,,"no previous data","NL003","RWZI Garmerwolde","53.24730146","6.670277244",250722,"KWR Water Research Institute","N/A"
"NL","Rotterdam (2)","cocaine",972.92,1088.44,2024,2023,-10.6133548932417,"decrease","NL007","RWZI Dokhaven; RWZI Kralinserveer","51.92288","4.47847",619563,"N/A","N/A"
"NL","Utrecht","cocaine",688.55,734.55,2024,2023,-6.26233748553536,"stable","NL010","RWZI Utrecht","52.0858002","5.1308398",273738,"KWR Water Research Institute","N/A"
"NL","Zwolle","cocaine",492.68,,2024,,,"no previous data","NL011","RWZI Zwolle","52.51015878","6.049675057",125418,"KWR Water Research Institute","N/A"
"NO","Bergen (2)","cocaine",515.61,,2024,,,"no previous data","NO001","Bergen ","60.39453688","5.289335039",117936,"N/A","N/A"
"NO","Oslo (2)","cocaine",672.16,,2024,,,"no previous data","NO007","Oslo","59.91124354","10.75077126",929199,"N/A","N/A"
"NO","Trondheim (2)","cocaine",264.37,,2024,,,"no previous data","NO009","Trondheim","-36.85091","174.75761",211876,"N/A","N/A"
"PL","Krakow P","cocaine",92.56,70.35,2024,2023,31.5707178393746,"increase","PL003","Krakow Plaszow","50.06","19.94",680000,"Mario Negri Institute","N/A"
"PT","Almada","cocaine",358.61,,2024,,,"no previous data","PT001","Mutela","38.675187","-9.154345",138685,"INMLCF","N/A"
"PT","Lisbon","cocaine",625.08,,2024,,,"no previous data","PT002","Alcântara","38.7044907","-9.1754999",426964,"INMLCF","N/A"
"PT","Porto","cocaine",415.58,512.53,2024,2023,-18.9159658946793,"decrease","PT003","Porto","41.157944","-8.629105",150000,"IAQBUS","N/A"
"RO","Bucharest","cocaine",200.11,175.53,2024,2023,14.0033042784709,"increase","RO001","Glina","44.4275","26.10081",2142929,"Toxicological Centre","N/A"
"SE","Gävle","cocaine",77.08,111.08,2024,2023,-30.6085703997119,"decrease","SE002","Duvbacken ARV","60.674622","17.14183",88668,"RISE","N/A"
"SE","Karlstad","cocaine",108.62,,2024,,,"no previous data","SE003","N/A","59.40122537","13.5112195",72000,"RISE","N/A"
"SE","Stockholm (2)","cocaine",374.23,,2024,,,"no previous data","SE005","Bromma (BIN); Henriksdals reningsverk","59.329323","18.068581",760407,"N/A","N/A"
"SE","Trollhättan","cocaine",92.76,,2024,,,"no previous data","SE009","N/A","58.28333667","12.28669083",59073,"RISE","N/A"
"SE","Växjö","cocaine",82.45,140.57,2024,2023,-41.3459486376894,"decrease","SE012"," Sundets ARV","56.858257","14.761215",75410,"RISE","N/A"
"SI","Domžale-Kamnik","cocaine",360.6,349.88,2024,2023,3.0639076254716,"stable","SI001","Domžale-Kamnik","46.13788","14.59384",82579,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Koper","cocaine",654.84,496.63,2024,2023,31.8567142540725,"increase","SI002","Central wastewater treatment plant Koper","45.548058","13.730188",52118,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Kranj","cocaine",441.84,319.68,2024,2023,38.2132132132132,"increase","SI003","Central wastewater treatment plant Kranj","46.242834","14.355542",53222,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Ljubljana","cocaine",692.72,554.73,2024,2023,24.8751644944387,"increase","SI004","Central wastewater treatment plant Ljubljana","46.056947","14.505751",282687,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Maribor","cocaine",447.91,394.89,2024,2023,13.4265238420826,"increase","SI005","Maribor","46.55734","15.64591",129000,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Novo mesto","cocaine",318.89,303.06,2024,2023,5.22338810796541,"stable","SI006","Wastewater treatment plant Novo mesto","45.804211","15.16969",25433,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Velenje","cocaine",258.7,376.11,2024,2023,-31.2169312169312,"decrease","SI007","Central wastewater treatment plant Šaleške Doline (Šalek Valley)","46.362274","15.110658",33062,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SK","Bratislava C","cocaine",316.79,194.71,2024,2023,62.6983719377536,"increase","SK002","Central","48.14925","17.106991",450000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"SK","Piestany","cocaine",60.27,35.77,2024,2023,68.4931506849315,"increase","SK004","Piestany","48.5918007","17.8019009",35000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"TR","Ankara","cocaine",14.38,10.61,2024,2023,35.5325164938737,"increase","TR002","Tatlar","39.93436","32.88606",4735531,"Ankara- Lab139","N/A"
"TR","Istanbul (II-VII)","cocaine",42.05,,2024,,,"no previous data","TR004","ATAKÖY; BALTALİMANI; KADIKÖY; KÜÇÜKÇEKMECE; TUZLA; YENİKAPI","41.013","28.9748",16525000,"Forensic Toxicology Labs. Institute of Forensic Sciences and Legal Medicine, Istanbul University-Cerrahpasa","https://adlitip.istanbulc.edu.tr/tr/_"
"BE","Antwerp Zuid","ketamine",71.46,88.47,2024,2023,-19.2268565615463,"decrease","BE002","Antwerpen-Zuid","51.2","4.39",143240,"Toxicological Centre","N/A"
"BE","Brussels","ketamine",43.38,25.06,2024,2023,73.1045490822027,"increase","BE005","Brussel-Noord","50.86","4.36",1030306,"Toxicological Centre","N/A"
"CY","Agia Napa","ketamine",0,1.26,2024,2023,-100,"decrease","CY001","Sewage treatment plant of Agia Napa-Paralimni","34.99075444704176","33.9999814169353",55382,"Nireas","N/A"
"CY","Larnaca","ketamine",0,0,2024,2023,,"stable","CY002","Sewage Bioard of Larnaca","34.915164353041064","33.6361988334665",86577,"Nireas","N/A"
"CY","Limassol","ketamine",3.5,0.9,2024,2023,288.888888888889,"increase","CY003","Sewerage Board of Limassol-Amathus (SBLA)","34.69","33.02",213812,"Nireas","N/A"
"CY","Nicosia (2)","ketamine",0,0,2024,2023,,"stable","CY005","Sewage treatment plant of Pano Deftera (Anthoupoli)-Sewerage Board of Nicosia; Sewage treatment plant of Vathia Gonia-Sewerage Board of Nicosia","35.17","33.4",111510,"N/A","N/A"
"CY","Paphos","ketamine",1.28,0,2024,2023,Inf,"increase","CY007","Sewage Borad of Pafos","34.775853627551825","32.4215949998929",107501,"Nireas","N/A"
"CZ","Brno","ketamine",3.82,2.01,2024,2023,90.0497512437811,"increase","CZ001","Waterworks and sewage of city Brno ","49.19506","16.606837",445000,"FFPW USB","N/A"
"CZ","České Budějovice","ketamine",1.16,1.45,2024,2023,-20,"decrease","CZ002","UCOV CB","48.96","14.46",110000,"FFPW USB","N/A"
"CZ","Karlovy Vary","ketamine",0,,2024,,,"no previous data","CZ003","ČOV Karloy Vary","50.23204","12.87099",67544,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Ostrava","ketamine",1.55,1.67,2024,2023,-7.18562874251496,"stable","CZ004","ÚČOV Ostrava","49.833864","18.281034",250000,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Plzeň","ketamine",2.41,,2024,,,"no previous data","CZ005","ČOV Plzeň","49.73945","13.37329",178677,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Prague (2)","ketamine",13.59,,2024,,,"no previous data","CZ006","ÚČOV Praha","50.11584348","14.39671894",1212000,"South Bohemian Research Center of Aquaculture and Biodiversity of Hydrocenoses, University of South Bohemia in Ceske Budejovice","www.frov.jcu.cz/en/"
"CZ","Ústí nad Labem","ketamine",5.21,,2024,,,"no previous data","CZ009","ČOV Ústí - Neštěmice","50.667583","14.10462173",92572,"T.G.Masaryk Water Research Institute","N/A"
"DE","Chemnitz","ketamine",0,,2024,,,"no previous data","DE008","Chemnitz","50.827845","12.92137",239402,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dortmund","ketamine",11.54,11.03,2024,2023,4.62375339981867,"stable","DE009","Deusen","51.52","7.46",404300,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dresden","ketamine",21.59,27.05,2024,2023,-20.184842883549,"decrease","DE010","Dresden-Kaditz","51.05089","13.73832",671806,"Clinical Pharmacology TU Dresden","N/A"
"DE","Erfurt","ketamine",13.28,4.1,2024,2023,223.90243902439,"increase","DE012","Erfurt","50.984768","11.02988",215323,"Clinical Pharmacology TU Dresden","N/A"
"DE","Hamburg N","ketamine",27.11,,2024,,,"no previous data","DE018","Nord","53.551085","9.993682",630000,"IFT Institut für Therapieforschung","N/A"
"DE","Hannover (2)","ketamine",19.13,,2024,,,"no previous data","DE020","Herrenhausen; Gummerwald","52.375892","9.73201",793400,"IFT Institut für Therapieforschung","www.ift.de/index.php"
"DE","Magdeburg","ketamine",12.77,29.6,2024,2023,-56.8581081081081,"decrease","DE023","Magdeburg","52.120533","11.627624",281150,"Clinical Pharmacology TU Dresden","N/A"
"DE","Munich G","ketamine",14.51,19.29,2024,2023,-24.779678589943,"decrease","DE026","Gut Grosslappen","48.14","11.58",1171100,"Clinical Pharmacology TU Dresden","N/A"
"DE","Nuremberg","ketamine",11.96,24.03,2024,2023,-50.2288805659592,"decrease","DE028","Nürnberg","49.452102","11.076665",451472,"Clinical Pharmacology TU Dresden","N/A"
"DE","Saarbrücken (2)","ketamine",9.42,8.08,2024,2023,16.5841584158416,"increase","DE030","Brebach; Burbach","49.240157","6.996933",203643,"IFT Institut für Therapieforschung","www.ift.de/index.php"
"DE","Stuttgart","ketamine",14.74,,2024,,,"no previous data","DE033","Stuttgart","48.775846","9.182932",609000,"IFT Institut für Therapieforschung","N/A"
"DK","Aalborg","ketamine",30.39,,2024,,,"no previous data","DK001","Aalborg renseanlæg vest","57.04855704","9.865213642",143141,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Aarhus","ketamine",3.4,4.92,2024,2023,-30.8943089430894,"decrease","DK002","Marselisborg","56.1631","10.20256",128978,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Copenhagen","ketamine",33.44,,2024,,,"no previous data","DK003","Lynetten","55.69","12.62",656470,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Esbjerg","ketamine",6.74,,2024,,,"no previous data","DK004","Esbjerg renseanlæg vest","55.48812791","8.430608708",62017,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Næstved","ketamine",14.73,,2024,,,"no previous data","DK005","Næstved centralrenseanlæg","55.2229935","11.74855352",69863,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Odense","ketamine",7.22,,2024,,,"no previous data","DK006","Ejby Mølle","55.40132682133402","10.3875142603132",134364,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"ES","Barcelona","ketamine",55.96,52.18,2024,2023,7.244154848601,"stable","ES001","Baix Llobregat","41.43","1.97",1206813,"IDAEA-CSIC","N/A"
"ES","Castellon","ketamine",8.53,3,2024,2023,184.333333333333,"increase","ES002","EDAR Castellón","40.23","-0.12",182103,"IUPA","N/A"
"ES","Lleida","ketamine",10.61,8.87,2024,2023,19.6166854565953,"increase","ES004","EDAR Lleida","41.617592","0.620015",149440,"IDAEA-CSIC","N/A"
"ES","Santiago","ketamine",3.97,,2024,,,"no previous data","ES007","Silvouta","42.88","-8.54",136500,"IAQBUS","N/A"
"ES","Tarragona","ketamine",30.77,,2024,,,"no previous data","ES008","Tarragona","41.11901451164164","1.24570728603803",150013,"URV","N/A"
"FI","Espoo","ketamine",3.95,,2024,,,"no previous data","FI001","Blominmäki","60.16","24.71",390000,"THL/Forensic Toxicology","N/A"
"FI","Helsinki","ketamine",10.28,,2024,,,"no previous data","FI002","Viikinmäki","60.23","24.99",9e+05,"THL/Forensic Toxicology","N/A"
"FI","Tampere","ketamine",10.89,,2024,,,"no previous data","FI026","Viinikanlahti","61.49","23.77",2e+05,"THL/Forensic Toxicology","N/A"
"FI","Turku","ketamine",5.4,,2024,,,"no previous data","FI027","Kakolanmäki","60.44","22.24",3e+05,"THL/Forensic Toxicology","N/A"
"FR","Paris Seine Centre","ketamine",15.75,31.81,2024,2023,-50.4872681546683,"decrease","FR005","Seine Centre","48.95","2.27",2700000,"METIS","N/A"
"GR","Athens","ketamine",0,0,2024,2023,,"stable","GR001","City of Athens WWTP","37.9928017","23.7658005",3507341,"Laboratory of Analytical Chemistry (LAC) of the Department of Chemistry of the National and Kapodistrian University of Athens (NKUA)","N/A"
"HR","Split","ketamine",12.59,,2024,,,"no previous data","HR001","Wastewater sampling site at Katalinića Brig, Split","43.51526542","16.44159294",110000,"Department for Water Safety and Supply","N/A"
"HU","Budapest","ketamine",79.5,,2024,,,"no previous data","HU001","N/A","47.50155794","19.04200692",912698,"N/A","N/A"
"IE","Dublin","ketamine",43.49,,2024,,,"no previous data","IE001","Ringsend ","53.34874586","-6.277189185",1980000,"N/A","N/A"
"IT","Bologna","ketamine",31.81,,2024,,,"no previous data","IT001","IDAR Bologna","44.55171862","11.36449646",6e+05,"Mario Negri Institute","N/A"
"IT","Milan","ketamine",24.92,22.98,2024,2023,8.44212358572672,"stable","IT003","Nosedo","45.4337997","9.2213602",1148738,"Mario Negri Institute","N/A"
"IT","Rome","ketamine",8.95,,2024,,,"no previous data","IT004","Roma Sud","41.812778","12.4252602",1100000,"Mario Negri Institute","N/A"
"LT","Kaunas","ketamine",0,0,2024,2023,,"stable","LT001","Kaunas","54.89687","23.89243",297143,"Toxicological Centre","N/A"
"LT","Klaipeda","ketamine",0,0,2024,2023,,"stable","LT002","Klaipeda","55.78282","21.49279",305333,"Toxicological Centre","N/A"
"LT","Vilnius","ketamine",4.48,10.68,2024,2023,-58.0524344569288,"decrease","LT003","Vilniaus vandenys","54.687156","25.279651",576727,"Toxicological Centre","N/A"
"LU","Luxembourg","ketamine",12.4,,2024,,,"no previous data","LU002","Beggen","49.61164191","6.12649945",157873,"Laboratoire national de santé","N/A"
"LV","Riga","ketamine",0,0,2024,2023,,"stable","LV001","Riga","56.94965","24.105186",607381,"Toxicological Centre","N/A"
"NL","Amsterdam","ketamine",132.21,,2024,,,"no previous data","NL001","RWZI Amsterdam-WEST","52.375","4.8666668",699648,"KWR Water Research Institute","N/A"
"NL","Eindhoven","ketamine",90.77,,2024,,,"no previous data","NL002","RWZI Eindhoven","51.4421082","5.4800701",468599,"KWR Water Research Institute","N/A"
"NL","Groningen","ketamine",41.28,,2024,,,"no previous data","NL003","RWZI Garmerwolde","53.24730146","6.670277244",250722,"KWR Water Research Institute","N/A"
"NL","Rotterdam (2)","ketamine",61.44,76.69,2024,2023,-19.885252314513,"decrease","NL007","RWZI Dokhaven; RWZI Kralinserveer","51.92288","4.47847",619563,"N/A","N/A"
"NL","Utrecht","ketamine",44.25,,2024,,,"no previous data","NL010","RWZI Utrecht","52.0858002","5.1308398",273738,"KWR Water Research Institute","N/A"
"NL","Zwolle","ketamine",29.59,,2024,,,"no previous data","NL011","RWZI Zwolle","52.51015878","6.049675057",125418,"KWR Water Research Institute","N/A"
"NO","Bergen (2)","ketamine",37.9,,2024,,,"no previous data","NO001","Bergen ","60.39453688","5.289335039",117936,"N/A","N/A"
"NO","Oslo (2)","ketamine",65.51,,2024,,,"no previous data","NO007","Oslo","59.91124354","10.75077126",929199,"N/A","N/A"
"NO","Trondheim (2)","ketamine",9.59,,2024,,,"no previous data","NO009","Trondheim","-36.85091","174.75761",211876,"N/A","N/A"
"PL","Krakow P","ketamine",4.05,4.23,2024,2023,-4.25531914893618,"stable","PL003","Krakow Plaszow","50.06","19.94",680000,"Mario Negri Institute","N/A"
"PT","Almada","ketamine",3.03,,2024,,,"no previous data","PT001","Mutela","38.675187","-9.154345",138685,"INMLCF","N/A"
"PT","Lisbon","ketamine",14.28,,2024,,,"no previous data","PT002","Alcântara","38.7044907","-9.1754999",426964,"INMLCF","N/A"
"PT","Porto","ketamine",0.94,,2024,,,"no previous data","PT003","Porto","41.157944","-8.629105",150000,"IAQBUS","N/A"
"RO","Bucharest","ketamine",11.17,9.23,2024,2023,21.0184182015168,"increase","RO001","Glina","44.4275","26.10081",2142929,"Toxicological Centre","N/A"
"SE","Gävle","ketamine",3.5,14.1,2024,2023,-75.177304964539,"decrease","SE002","Duvbacken ARV","60.674622","17.14183",88668,"RISE","N/A"
"SE","Karlstad","ketamine",4,,2024,,,"no previous data","SE003","N/A","59.40122537","13.5112195",72000,"RISE","N/A"
"SE","Stockholm (2)","ketamine",14.96,,2024,,,"no previous data","SE005","Bromma (BIN); Henriksdals reningsverk","59.329323","18.068581",760407,"N/A","N/A"
"SE","Trollhättan","ketamine",1.88,,2024,,,"no previous data","SE009","N/A","58.28333667","12.28669083",59073,"RISE","N/A"
"SE","Växjö","ketamine",2.24,2.41,2024,2023,-7.05394190871369,"stable","SE012"," Sundets ARV","56.858257","14.761215",75410,"RISE","N/A"
"SI","Domžale-Kamnik","ketamine",0,0,2024,2023,,"stable","SI001","Domžale-Kamnik","46.13788","14.59384",82579,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Koper","ketamine",0,0,2024,2023,,"stable","SI002","Central wastewater treatment plant Koper","45.548058","13.730188",52118,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Kranj","ketamine",1.48,1.33,2024,2023,11.2781954887218,"increase","SI003","Central wastewater treatment plant Kranj","46.242834","14.355542",53222,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Ljubljana","ketamine",8.09,16.65,2024,2023,-51.4114114114114,"decrease","SI004","Central wastewater treatment plant Ljubljana","46.056947","14.505751",282687,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Maribor","ketamine",1.36,0,2024,2023,Inf,"increase","SI005","Maribor","46.55734","15.64591",129000,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Novo mesto","ketamine",2.01,0,2024,2023,Inf,"increase","SI006","Wastewater treatment plant Novo mesto","45.804211","15.16969",25433,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Velenje","ketamine",0,0,2024,2023,,"stable","SI007","Central wastewater treatment plant Šaleške Doline (Šalek Valley)","46.362274","15.110658",33062,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SK","Bratislava C","ketamine",5.3,3.71,2024,2023,42.8571428571429,"increase","SK002","Central","48.14925","17.106991",450000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"SK","Piestany","ketamine",2.61,0.75,2024,2023,248,"increase","SK004","Piestany","48.5918007","17.8019009",35000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"AT","Graz","methamphetamine",6.38,11.55,2024,2023,-44.7619047619048,"decrease","AT001","ARA Graz","47.070713","15.439504",425000,"Medical University Innsbruck","N/A"
"AT","Hall-Wattens","methamphetamine",7.22,3.99,2024,2023,80.9523809523809,"increase","AT002","Abwasserverband Hall in Tirol-Fritzens","47.29168","11.59284",76000,"Medical University Innsbruck","N/A"
"AT","Innsbruck","methamphetamine",9.09,11.83,2024,2023,-23.1614539306847,"decrease","AT004","ARA Innsbruck","47.269212","11.404102",249000,"Medical University Innsbruck","N/A"
"AT","Kapfenberg","methamphetamine",1.13,2.32,2024,2023,-51.2931034482759,"decrease","AT005","Kläranlage Kapfenberg","47.443562","15.2901",36000,"Medical University Innsbruck","N/A"
"AT","Klagenfurt","methamphetamine",0.81,0,2024,2023,Inf,"increase","AT006","Wasserverband Wörthersee Ost","46.635700","14.311817",232000,"Medical University Innsbruck","N/A"
"AT","Knittelfeld","methamphetamine",0.74,1.69,2024,2023,-56.2130177514793,"decrease","AT008","AWV Knittelfeld","47.215950","14.82719",37000,"Medical University Innsbruck","N/A"
"AT","Kufstein","methamphetamine",0.68,1.61,2024,2023,-57.7639751552795,"decrease","AT010","Abwasserverband Kufstein","47.582958","12.17077",45000,"Medical University Innsbruck","N/A"
"AT","Purgstall","methamphetamine",11.23,6.39,2024,2023,75.7433489827856,"increase","AT013","GAV Erlauftal","48.057812","15.13545",7600,"Medical University Innsbruck","N/A"
"AT","Region Millstättersee","methamphetamine",0.84,0,2024,2023,Inf,"increase","AT011","Wasserverband Millstaettersee","46.81924","13.52146",93000,"Medical University Innsbruck","N/A"
"AT","Ried im Innkreis","methamphetamine",9.01,,2024,,,"no previous data","AT014","Reinhaltungsverband Ried im Innkreis","48.2254548","13.478626",28000,"Medical University Innsbruck","N/A"
"AT","Salzburg","methamphetamine",4.78,3.1,2024,2023,54.1935483870968,"increase","AT015","ARA Siggerwiesen","47.811195","13.033229",415000,"Medical University Innsbruck","N/A"
"AT","Steyr","methamphetamine",16.98,19.66,2024,2023,-13.6317395727365,"decrease","AT016","Reinhaltungsverband Steyr und Umgebung","48.050090","14.41827",82000,"Medical University Innsbruck","N/A"
"AT","Strass im Zillertal","methamphetamine",16.2,3.74,2024,2023,333.155080213904,"increase","AT017","AIZ Abwasserverband","47.395748","11.82211",130000,"Medical University Innsbruck","N/A"
"AT","Wasserverband Hofsteig","methamphetamine",2.36,1,2024,2023,136,"increase","AT003","ARA Hofsteig","47.4852","9.6762",105000,"Medical University Innsbruck","N/A"
"AT","Wien","methamphetamine",28.98,20.81,2024,2023,39.2599711677078,"increase","AT018","Hauptkläranlage Wien","48.210033","16.363449",3166000,"Medical University Innsbruck","N/A"
"AT","Wiener Neustadt","methamphetamine",22.05,31.58,2024,2023,-30.1773274224192,"decrease","AT019","AWV Wr. Neustadt-Süd","47.802790","16.23318",140000,"Medical University Innsbruck","N/A"
"AT","Wildon","methamphetamine",4.16,8.29,2024,2023,-49.8190591073583,"decrease","AT020","Abwasserverband Grazerfeld","46.885708","15.518532",96000,"Medical University Innsbruck","N/A"
"BE","Antwerp Zuid","methamphetamine",93.94,44.4,2024,2023,111.576576576577,"increase","BE002","Antwerpen-Zuid","51.2","4.39",143240,"Toxicological Centre","N/A"
"BE","Brussels","methamphetamine",40.26,16.45,2024,2023,144.741641337386,"increase","BE005","Brussel-Noord","50.86","4.36",1030306,"Toxicological Centre","N/A"
"CY","Agia Napa","methamphetamine",5.08,4.7,2024,2023,8.08510638297872,"stable","CY001","Sewage treatment plant of Agia Napa-Paralimni","34.99075444704176","33.9999814169353",55382,"Nireas","N/A"
"CY","Larnaca","methamphetamine",16.52,10.69,2024,2023,54.5369504209542,"increase","CY002","Sewage Bioard of Larnaca","34.915164353041064","33.6361988334665",86577,"Nireas","N/A"
"CY","Limassol","methamphetamine",15.9,18.96,2024,2023,-16.1392405063291,"decrease","CY003","Sewerage Board of Limassol-Amathus (SBLA)","34.69","33.02",213812,"Nireas","N/A"
"CY","Nicosia (2)","methamphetamine",10.82,9.17,2024,2023,17.9934569247546,"increase","CY005","Sewage treatment plant of Pano Deftera (Anthoupoli)-Sewerage Board of Nicosia; Sewage treatment plant of Vathia Gonia-Sewerage Board of Nicosia","35.17","33.4",111510,"N/A","N/A"
"CY","Paphos","methamphetamine",16.56,16.54,2024,2023,0.120918984280529,"stable","CY007","Sewage Borad of Pafos","34.775853627551825","32.4215949998929",107501,"Nireas","N/A"
"CZ","Brno","methamphetamine",417.53,307.73,2024,2023,35.6806291229324,"increase","CZ001","Waterworks and sewage of city Brno ","49.19506","16.606837",445000,"FFPW USB","N/A"
"CZ","České Budějovice","methamphetamine",462.75,592.33,2024,2023,-21.876318943832,"decrease","CZ002","UCOV CB","48.96","14.46",110000,"FFPW USB","N/A"
"CZ","Karlovy Vary","methamphetamine",371.95,306.2,2024,2023,21.4728935336381,"increase","CZ003","ČOV Karloy Vary","50.23204","12.87099",67544,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Ostrava","methamphetamine",577.04,614.44,2024,2023,-6.08684330447238,"stable","CZ004","ÚČOV Ostrava","49.833864","18.281034",250000,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Plzeň","methamphetamine",484.72,317.82,2024,2023,52.5140016361463,"increase","CZ005","ČOV Plzeň","49.73945","13.37329",178677,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Prague (2)","methamphetamine",408.54,,2024,,,"no previous data","CZ006","ÚČOV Praha","50.11584348","14.39671894",1212000,"South Bohemian Research Center of Aquaculture and Biodiversity of Hydrocenoses, University of South Bohemia in Ceske Budejovice","www.frov.jcu.cz/en/"
"CZ","Ústí nad Labem","methamphetamine",595.46,,2024,,,"no previous data","CZ009","ČOV Ústí - Neštěmice","50.667583","14.10462173",92572,"T.G.Masaryk Water Research Institute","N/A"
"DE","Chemnitz","methamphetamine",362,346.34,2024,2023,4.52156840099325,"stable","DE008","Chemnitz","50.827845","12.92137",239402,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dortmund","methamphetamine",0,0,2024,2023,,"stable","DE009","Deusen","51.52","7.46",404300,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dresden","methamphetamine",399.64,316.83,2024,2023,26.1370451030521,"increase","DE010","Dresden-Kaditz","51.05089","13.73832",671806,"Clinical Pharmacology TU Dresden","N/A"
"DE","Erfurt","methamphetamine",334.94,334.42,2024,2023,0.155493092518385,"stable","DE012","Erfurt","50.984768","11.02988",215323,"Clinical Pharmacology TU Dresden","N/A"
"DE","Hamburg N","methamphetamine",10.43,,2024,,,"no previous data","DE018","Nord","53.551085","9.993682",630000,"IFT Institut für Therapieforschung","N/A"
"DE","Hannover (2)","methamphetamine",5.42,,2024,,,"no previous data","DE020","Herrenhausen; Gummerwald","52.375892","9.73201",793400,"IFT Institut für Therapieforschung","www.ift.de/index.php"
