"country","city","metabolite","value_current","value_previous","year_current","year_previous","change_percent","change_percent2","SiteID","location","latitude","longitude","population","institution","website"
"AT","Kapfenberg","cannabis",53.46,67.42,2024,2023,-20.706021951943,"decrease","AT005","Kläranlage Kapfenberg","47.443562","15.2901",36000,"Medical University Innsbruck","N/A"
"AT","Klagenfurt","cannabis",42.84,41.55,2024,2023,3.10469314079424,"stable","AT006","Wasserverband Wörthersee Ost","46.635700","14.311817",232000,"Medical University Innsbruck","N/A"
"AT","Knittelfeld","cannabis",39,56.66,2024,2023,-31.1683727497353,"decrease","AT008","AWV Knittelfeld","47.215950","14.82719",37000,"Medical University Innsbruck","N/A"
"AT","Kufstein","cannabis",74.09,90.77,2024,2023,-18.3761154566487,"decrease","AT010","Abwasserverband Kufstein","47.582958","12.17077",45000,"Medical University Innsbruck","N/A"
"AT","Purgstall","cannabis",38.52,42.96,2024,2023,-10.3351955307263,"decrease","AT013","GAV Erlauftal","48.057812","15.13545",7600,"Medical University Innsbruck","N/A"
"AT","Region Millstättersee","cannabis",25.8,49.5,2024,2023,-47.8787878787879,"decrease","AT011","Wasserverband Millstaettersee","46.81924","13.52146",93000,"Medical University Innsbruck","N/A"
"AT","Ried im Innkreis","cannabis",58.15,,2024,,,"no previous data","AT014","Reinhaltungsverband Ried im Innkreis","48.2254548","13.478626",28000,"Medical University Innsbruck","N/A"
"AT","Salzburg","cannabis",50.76,55.15,2024,2023,-7.96010879419764,"stable","AT015","ARA Siggerwiesen","47.811195","13.033229",415000,"Medical University Innsbruck","N/A"
"AT","Steyr","cannabis",61.54,86.59,2024,2023,-28.9294375793972,"decrease","AT016","Reinhaltungsverband Steyr und Umgebung","48.050090","14.41827",82000,"Medical University Innsbruck","N/A"
"AT","Strass im Zillertal","cannabis",31.97,35.81,2024,2023,-10.7232616587545,"decrease","AT017","AIZ Abwasserverband","47.395748","11.82211",130000,"Medical University Innsbruck","N/A"
"AT","Wasserverband Hofsteig","cannabis",55.86,49.14,2024,2023,13.6752136752137,"increase","AT003","ARA Hofsteig","47.4852","9.6762",105000,"Medical University Innsbruck","N/A"
"AT","Wien","cannabis",87.34,80.09,2024,2023,9.05231614433762,"stable","AT018","Hauptkläranlage Wien","48.210033","16.363449",3166000,"Medical University Innsbruck","N/A"
"AT","Wiener Neustadt","cannabis",55.94,60.51,2024,2023,-7.55247066600562,"stable","AT019","AWV Wr. Neustadt-Süd","47.802790","16.23318",140000,"Medical University Innsbruck","N/A"
"AT","Wildon","cannabis",31.32,45.96,2024,2023,-31.8537859007833,"decrease","AT020","Abwasserverband Grazerfeld","46.885708","15.518532",96000,"Medical University Innsbruck","N/A"
"CZ","Brno","cannabis",72.31,45.5,2024,2023,58.9230769230769,"increase","CZ001","Waterworks and sewage of city Brno ","49.19506","16.606837",445000,"FFPW USB","N/A"
"CZ","České Budějovice","cannabis",118.02,73.5,2024,2023,60.5714285714286,"increase","CZ002","UCOV CB","48.96","14.46",110000,"FFPW USB","N/A"
"CZ","Karlovy Vary","cannabis",71.97,109.13,2024,2023,-34.0511316778154,"decrease","CZ003","ČOV Karloy Vary","50.23204","12.87099",67544,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Ostrava","cannabis",61.53,54.13,2024,2023,13.6707925364862,"increase","CZ004","ÚČOV Ostrava","49.833864","18.281034",250000,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Plzeň","cannabis",105.41,114.72,2024,2023,-8.11541143654114,"stable","CZ005","ČOV Plzeň","49.73945","13.37329",178677,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Prague (2)","cannabis",80.35,,2024,,,"no previous data","CZ006","ÚČOV Praha","50.11584348","14.39671894",1212000,"South Bohemian Research Center of Aquaculture and Biodiversity of Hydrocenoses, University of South Bohemia in Ceske Budejovice","www.frov.jcu.cz/en/"
"CZ","Ústí nad Labem","cannabis",47.72,,2024,,,"no previous data","CZ009","ČOV Ústí - Neštěmice","50.667583","14.10462173",92572,"T.G.Masaryk Water Research Institute","N/A"
"DK","Aalborg","cannabis",90.62,,2024,,,"no previous data","DK001","Aalborg renseanlæg vest","57.04855704","9.865213642",143141,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Aarhus","cannabis",65.53,,2024,,,"no previous data","DK002","Marselisborg","56.1631","10.20256",128978,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Copenhagen","cannabis",123.35,,2024,,,"no previous data","DK003","Lynetten","55.69","12.62",656470,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Esbjerg","cannabis",111.19,,2024,,,"no previous data","DK004","Esbjerg renseanlæg vest","55.48812791","8.430608708",62017,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Næstved","cannabis",93.55,,2024,,,"no previous data","DK005","Næstved centralrenseanlæg","55.2229935","11.74855352",69863,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Odense","cannabis",78.41,,2024,,,"no previous data","DK006","Ejby Mølle","55.40132682133402","10.3875142603132",134364,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"ES","Barcelona","cannabis",220.68,220.63,2024,2023,0.022662375923497,"stable","ES001","Baix Llobregat","41.43","1.97",1206813,"IDAEA-CSIC","N/A"
"ES","Castellon","cannabis",65.04,75.27,2024,2023,-13.5910721402949,"decrease","ES002","EDAR Castellón","40.23","-0.12",182103,"IUPA","N/A"
"ES","Lleida","cannabis",121.31,172.82,2024,2023,-29.8055780580951,"decrease","ES004","EDAR Lleida","41.617592","0.620015",149440,"IDAEA-CSIC","N/A"
"ES","Santiago","cannabis",54.32,71.9,2024,2023,-24.4506258692629,"decrease","ES007","Silvouta","42.88","-8.54",136500,"IAQBUS","N/A"
"ES","Tarragona","cannabis",228.9,192.64,2024,2023,18.8226744186047,"increase","ES008","Tarragona","41.11901451164164","1.24570728603803",150013,"URV","N/A"
"FR","Paris Seine Centre","cannabis",53.88,119.1,2024,2023,-54.7607052896726,"decrease","FR005","Seine Centre","48.95","2.27",2700000,"METIS","N/A"
"GR","Athens","cannabis",36.9,,2024,,,"no previous data","GR001","City of Athens WWTP","37.9928017","23.7658005",3507341,"Laboratory of Analytical Chemistry (LAC) of the Department of Chemistry of the National and Kapodistrian University of Athens (NKUA)","N/A"
"HR","Split","cannabis",4.93,,2024,,,"no previous data","HR001","Wastewater sampling site at Katalinića Brig, Split","43.51526542","16.44159294",110000,"Department for Water Safety and Supply","N/A"
"HR","Zagreb","cannabis",88.8,85.68,2024,2023,3.64145658263304,"stable","HR002","Central wastewater treatment plant of the city of Zagreb ","45.7929993","15.9463997",650000,"Laboratory for analytical chemistry and biogeochemistry of organic compounds","N/A"
"HU","Budapest","cannabis",56.78,,2024,,,"no previous data","HU001","N/A","47.50155794","19.04200692",912698,"N/A","N/A"
"IE","Dublin","cannabis",98.1,,2024,,,"no previous data","IE001","Ringsend ","53.34874586","-6.277189185",1980000,"N/A","N/A"
"IT","Bologna","cannabis",82.04,,2024,,,"no previous data","IT001","IDAR Bologna","44.55171862","11.36449646",6e+05,"Mario Negri Institute","N/A"
"IT","Bozen","cannabis",52.72,57.71,2024,2023,-8.64668168428349,"stable","IT002","Kläranlage Bozen","46.49672","11.358",280000,"Medical University Innsbruck","N/A"
"IT","Milan","cannabis",52.28,54.22,2024,2023,-3.57801549243821,"stable","IT003","Nosedo","45.4337997","9.2213602",1148738,"Mario Negri Institute","N/A"
"IT","Rome","cannabis",78.77,,2024,,,"no previous data","IT004","Roma Sud","41.812778","12.4252602",1100000,"Mario Negri Institute","N/A"
"LU","Luxembourg","cannabis",140.4,,2024,,,"no previous data","LU002","Beggen","49.61164191","6.12649945",157873,"Laboratoire national de santé","N/A"
"NL","Amsterdam","cannabis",319.46,195.74,2024,2023,63.2062940635537,"increase","NL001","RWZI Amsterdam-WEST","52.375","4.8666668",699648,"KWR Water Research Institute","N/A"
"NL","Eindhoven","cannabis",124.64,147.64,2024,2023,-15.5784340287185,"decrease","NL002","RWZI Eindhoven","51.4421082","5.4800701",468599,"KWR Water Research Institute","N/A"
"NL","Groningen","cannabis",258.08,,2024,,,"no previous data","NL003","RWZI Garmerwolde","53.24730146","6.670277244",250722,"KWR Water Research Institute","N/A"
"NL","Rotterdam (2)","cannabis",147.99,225.36,2024,2023,-34.3317358892439,"decrease","NL007","RWZI Dokhaven; RWZI Kralinserveer","51.92288","4.47847",619563,"N/A","N/A"
"NL","Utrecht","cannabis",122.44,146.61,2024,2023,-16.4859150126185,"decrease","NL010","RWZI Utrecht","52.0858002","5.1308398",273738,"KWR Water Research Institute","N/A"
"NL","Zwolle","cannabis",98.16,,2024,,,"no previous data","NL011","RWZI Zwolle","52.51015878","6.049675057",125418,"KWR Water Research Institute","N/A"
"NO","Bergen (2)","cannabis",132.72,,2024,,,"no previous data","NO001","Bergen ","60.39453688","5.289335039",117936,"N/A","N/A"
"NO","Oslo (2)","cannabis",163.11,,2024,,,"no previous data","NO007","Oslo","59.91124354","10.75077126",929199,"N/A","N/A"
"NO","Trondheim (2)","cannabis",110.78,,2024,,,"no previous data","NO009","Trondheim","-36.85091","174.75761",211876,"N/A","N/A"
"PL","Krakow P","cannabis",41.68,37.54,2024,2023,11.0282365476825,"increase","PL003","Krakow Plaszow","50.06","19.94",680000,"Mario Negri Institute","N/A"
"PT","Almada","cannabis",119.1,102.58,2024,2023,16.1045038019107,"increase","PT001","Mutela","38.675187","-9.154345",138685,"INMLCF","N/A"
"PT","Lisbon","cannabis",150.83,113.19,2024,2023,33.2538210089231,"increase","PT002","Alcântara","38.7044907","-9.1754999",426964,"INMLCF","N/A"
"PT","Porto","cannabis",53.74,98.29,2024,2023,-45.3250585003561,"decrease","PT003","Porto","41.157944","-8.629105",150000,"IAQBUS","N/A"
"SE","Gävle","cannabis",44.8,48.68,2024,2023,-7.97041906327034,"stable","SE002","Duvbacken ARV","60.674622","17.14183",88668,"RISE","N/A"
"SE","Karlstad","cannabis",36.84,,2024,,,"no previous data","SE003","N/A","59.40122537","13.5112195",72000,"RISE","N/A"
"SE","Stockholm (2)","cannabis",57.61,,2024,,,"no previous data","SE005","Bromma (BIN); Henriksdals reningsverk","59.329323","18.068581",760407,"N/A","N/A"
"SE","Trollhättan","cannabis",49.74,,2024,,,"no previous data","SE009","N/A","58.28333667","12.28669083",59073,"RISE","N/A"
"SE","Växjö","cannabis",46.85,31.2,2024,2023,50.1602564102564,"increase","SE012"," Sundets ARV","56.858257","14.761215",75410,"RISE","N/A"
"SI","Domžale-Kamnik","cannabis",46.61,65.81,2024,2023,-29.1748974320012,"decrease","SI001","Domžale-Kamnik","46.13788","14.59384",82579,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Koper","cannabis",81.88,167.48,2024,2023,-51.1105803678051,"decrease","SI002","Central wastewater treatment plant Koper","45.548058","13.730188",52118,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Kranj","cannabis",45.65,56.59,2024,2023,-19.3320374624492,"decrease","SI003","Central wastewater treatment plant Kranj","46.242834","14.355542",53222,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Ljubljana","cannabis",90.21,137.36,2024,2023,-34.3258590564939,"decrease","SI004","Central wastewater treatment plant Ljubljana","46.056947","14.505751",282687,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Maribor","cannabis",64.97,88.6,2024,2023,-26.6704288939052,"decrease","SI005","Maribor","46.55734","15.64591",129000,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Novo mesto","cannabis",36.84,73.9,2024,2023,-50.148849797023,"decrease","SI006","Wastewater treatment plant Novo mesto","45.804211","15.16969",25433,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Velenje","cannabis",68.18,78.17,2024,2023,-12.7798388128438,"decrease","SI007","Central wastewater treatment plant Šaleške Doline (Šalek Valley)","46.362274","15.110658",33062,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SK","Bratislava C","cannabis",58.46,34.3,2024,2023,70.4373177842566,"increase","SK002","Central","48.14925","17.106991",450000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"SK","Piestany","cannabis",52.34,23.42,2024,2023,123.484201537148,"increase","SK004","Piestany","48.5918007","17.8019009",35000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"TR","Ankara","cannabis",16.86,24.4,2024,2023,-30.9016393442623,"decrease","TR002","Tatlar","39.93436","32.88606",4735531,"Ankara- Lab139","N/A"
"TR","Istanbul (II-VII)","cannabis",16.52,14.16,2024,2023,16.6666666666667,"increase","TR004","ATAKÖY; BALTALİMANI; KADIKÖY; KÜÇÜKÇEKMECE; TUZLA; YENİKAPI","41.013","28.9748",16525000,"Forensic Toxicology Labs. Institute of Forensic Sciences and Legal Medicine, Istanbul University-Cerrahpasa","https://adlitip.istanbulc.edu.tr/tr/_"
"AT","Graz","cocaine",332.85,278.41,2024,2023,19.5538953342193,"increase","AT001","ARA Graz","47.070713","15.439504",425000,"Medical University Innsbruck","N/A"
"AT","Hall-Wattens","cocaine",369.53,329.73,2024,2023,12.070481909441,"increase","AT002","Abwasserverband Hall in Tirol-Fritzens","47.29168","11.59284",76000,"Medical University Innsbruck","N/A"
"AT","Innsbruck","cocaine",522.76,423.39,2024,2023,23.4700866813104,"increase","AT004","ARA Innsbruck","47.269212","11.404102",249000,"Medical University Innsbruck","N/A"
"AT","Kapfenberg","cocaine",166.56,151.36,2024,2023,10.0422832980972,"increase","AT005","Kläranlage Kapfenberg","47.443562","15.2901",36000,"Medical University Innsbruck","N/A"
"AT","Klagenfurt","cocaine",311.32,189.29,2024,2023,64.467219610122,"increase","AT006","Wasserverband Wörthersee Ost","46.635700","14.311817",232000,"Medical University Innsbruck","N/A"
"AT","Knittelfeld","cocaine",163.79,117.53,2024,2023,39.3601633625457,"increase","AT008","AWV Knittelfeld","47.215950","14.82719",37000,"Medical University Innsbruck","N/A"
"AT","Kufstein","cocaine",641.52,589.11,2024,2023,8.89647094770076,"stable","AT010","Abwasserverband Kufstein","47.582958","12.17077",45000,"Medical University Innsbruck","N/A"
"AT","Purgstall","cocaine",66.4,24.89,2024,2023,166.77380474086,"increase","AT013","GAV Erlauftal","48.057812","15.13545",7600,"Medical University Innsbruck","N/A"
"AT","Region Millstättersee","cocaine",172,216.28,2024,2023,-20.4734603292029,"decrease","AT011","Wasserverband Millstaettersee","46.81924","13.52146",93000,"Medical University Innsbruck","N/A"
"AT","Ried im Innkreis","cocaine",95.96,,2024,,,"no previous data","AT014","Reinhaltungsverband Ried im Innkreis","48.2254548","13.478626",28000,"Medical University Innsbruck","N/A"
"AT","Salzburg","cocaine",279.9,253.83,2024,2023,10.2706535870464,"increase","AT015","ARA Siggerwiesen","47.811195","13.033229",415000,"Medical University Innsbruck","N/A"
"AT","Steyr","cocaine",149.75,132.04,2024,2023,13.4126022417449,"increase","AT016","Reinhaltungsverband Steyr und Umgebung","48.050090","14.41827",82000,"Medical University Innsbruck","N/A"
"AT","Strass im Zillertal","cocaine",230.38,223.01,2024,2023,3.30478453880992,"stable","AT017","AIZ Abwasserverband","47.395748","11.82211",130000,"Medical University Innsbruck","N/A"
"AT","Wasserverband Hofsteig","cocaine",342,271.05,2024,2023,26.1759822910902,"increase","AT003","ARA Hofsteig","47.4852","9.6762",105000,"Medical University Innsbruck","N/A"
"AT","Wien","cocaine",443.95,442.74,2024,2023,0.273298098206618,"stable","AT018","Hauptkläranlage Wien","48.210033","16.363449",3166000,"Medical University Innsbruck","N/A"
"AT","Wiener Neustadt","cocaine",277.24,268.27,2024,2023,3.34364632646216,"stable","AT019","AWV Wr. Neustadt-Süd","47.802790","16.23318",140000,"Medical University Innsbruck","N/A"
"AT","Wildon","cocaine",165.58,188.89,2024,2023,-12.3405156440256,"decrease","AT020","Abwasserverband Grazerfeld","46.885708","15.518532",96000,"Medical University Innsbruck","N/A"
"BE","Antwerp Zuid","cocaine",1996.98,1721.58,2024,2023,15.9969330498728,"increase","BE002","Antwerpen-Zuid","51.2","4.39",143240,"Toxicological Centre","N/A"
"BE","Brussels","cocaine",1186.34,598.22,2024,2023,98.3116579184915,"increase","BE005","Brussel-Noord","50.86","4.36",1030306,"Toxicological Centre","N/A"
"CY","Agia Napa","cocaine",46.45,75.59,2024,2023,-38.5500727609472,"decrease","CY001","Sewage treatment plant of Agia Napa-Paralimni","34.99075444704176","33.9999814169353",55382,"Nireas","N/A"
"CY","Larnaca","cocaine",38.79,29.52,2024,2023,31.4024390243902,"increase","CY002","Sewage Bioard of Larnaca","34.915164353041064","33.6361988334665",86577,"Nireas","N/A"
"CY","Limassol","cocaine",97.33,105.54,2024,2023,-7.77904112184954,"stable","CY003","Sewerage Board of Limassol-Amathus (SBLA)","34.69","33.02",213812,"Nireas","N/A"
"CY","Nicosia (2)","cocaine",43.54,65.27,2024,2023,-33.2924774015627,"decrease","CY005","Sewage treatment plant of Pano Deftera (Anthoupoli)-Sewerage Board of Nicosia; Sewage treatment plant of Vathia Gonia-Sewerage Board of Nicosia","35.17","33.4",111510,"N/A","N/A"
"CY","Paphos","cocaine",41.18,35.46,2024,2023,16.1308516638466,"increase","CY007","Sewage Borad of Pafos","34.775853627551825","32.4215949998929",107501,"Nireas","N/A"
"CZ","Brno","cocaine",193.39,115.61,2024,2023,67.2779171351959,"increase","CZ001","Waterworks and sewage of city Brno ","49.19506","16.606837",445000,"FFPW USB","N/A"
"CZ","České Budějovice","cocaine",222.13,128.73,2024,2023,72.5549599937854,"increase","CZ002","UCOV CB","48.96","14.46",110000,"FFPW USB","N/A"
"CZ","Karlovy Vary","cocaine",103.2,130.93,2024,2023,-21.179256091041,"decrease","CZ003","ČOV Karloy Vary","50.23204","12.87099",67544,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Ostrava","cocaine",119.23,99.11,2024,2023,20.3006760165473,"increase","CZ004","ÚČOV Ostrava","49.833864","18.281034",250000,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Plzeň","cocaine",200.1,162.31,2024,2023,23.2826073562935,"increase","CZ005","ČOV Plzeň","49.73945","13.37329",178677,"T.G.Masaryk Water Research Institute","N/A"
"CZ","Prague (2)","cocaine",501.72,,2024,,,"no previous data","CZ006","ÚČOV Praha","50.11584348","14.39671894",1212000,"South Bohemian Research Center of Aquaculture and Biodiversity of Hydrocenoses, University of South Bohemia in Ceske Budejovice","www.frov.jcu.cz/en/"
"CZ","Ústí nad Labem","cocaine",78.95,,2024,,,"no previous data","CZ009","ČOV Ústí - Neštěmice","50.667583","14.10462173",92572,"T.G.Masaryk Water Research Institute","N/A"
"DE","Chemnitz","cocaine",57.48,57.76,2024,2023,-0.48476454293629,"stable","DE008","Chemnitz","50.827845","12.92137",239402,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dortmund","cocaine",480.76,547.65,2024,2023,-12.2140052953529,"decrease","DE009","Deusen","51.52","7.46",404300,"Clinical Pharmacology TU Dresden","N/A"
"DE","Dresden","cocaine",101.92,85.33,2024,2023,19.442165709598,"increase","DE010","Dresden-Kaditz","51.05089","13.73832",671806,"Clinical Pharmacology TU Dresden","N/A"
"DE","Erfurt","cocaine",118.62,120.04,2024,2023,-1.18293902032656,"stable","DE012","Erfurt","50.984768","11.02988",215323,"Clinical Pharmacology TU Dresden","N/A"
"DE","Hamburg N","cocaine",580.61,,2024,,,"no previous data","DE018","Nord","53.551085","9.993682",630000,"IFT Institut für Therapieforschung","N/A"
"DE","Hannover (2)","cocaine",421.51,,2024,,,"no previous data","DE020","Herrenhausen; Gummerwald","52.375892","9.73201",793400,"IFT Institut für Therapieforschung","www.ift.de/index.php"
"DE","Magdeburg","cocaine",226.4,233.94,2024,2023,-3.22304864495169,"stable","DE023","Magdeburg","52.120533","11.627624",281150,"Clinical Pharmacology TU Dresden","N/A"
"DE","Munich G","cocaine",407.64,301.46,2024,2023,35.221919989385,"increase","DE026","Gut Grosslappen","48.14","11.58",1171100,"Clinical Pharmacology TU Dresden","N/A"
"DE","Nuremberg","cocaine",91.62,103.7,2024,2023,-11.648987463838,"decrease","DE028","Nürnberg","49.452102","11.076665",451472,"Clinical Pharmacology TU Dresden","N/A"
"DE","Saarbrücken (2)","cocaine",287.88,244.91,2024,2023,17.5452206933159,"increase","DE030","Brebach; Burbach","49.240157","6.996933",203643,"IFT Institut für Therapieforschung","www.ift.de/index.php"
"DE","Stuttgart","cocaine",436.81,,2024,,,"no previous data","DE033","Stuttgart","48.775846","9.182932",609000,"IFT Institut für Therapieforschung","N/A"
"DK","Aalborg","cocaine",488.12,,2024,,,"no previous data","DK001","Aalborg renseanlæg vest","57.04855704","9.865213642",143141,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Aarhus","cocaine",287.21,,2024,,,"no previous data","DK002","Marselisborg","56.1631","10.20256",128978,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Copenhagen","cocaine",548.44,,2024,,,"no previous data","DK003","Lynetten","55.69","12.62",656470,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Esbjerg","cocaine",382.63,,2024,,,"no previous data","DK004","Esbjerg renseanlæg vest","55.48812791","8.430608708",62017,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Næstved","cocaine",297.54,,2024,,,"no previous data","DK005","Næstved centralrenseanlæg","55.2229935","11.74855352",69863,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Odense","cocaine",406.63,,2024,,,"no previous data","DK006","Ejby Mølle","55.40132682133402","10.3875142603132",134364,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"ES","Barcelona","cocaine",349.44,619.47,2024,2023,-43.5904886435179,"decrease","ES001","Baix Llobregat","41.43","1.97",1206813,"IDAEA-CSIC","N/A"
"ES","Castellon","cocaine",752.07,445.24,2024,2023,68.913395022909,"increase","ES002","EDAR Castellón","40.23","-0.12",182103,"IUPA","N/A"
"ES","Lleida","cocaine",623.86,879.41,2024,2023,-29.0592556373023,"decrease","ES004","EDAR Lleida","41.617592","0.620015",149440,"IDAEA-CSIC","N/A"
"ES","Santiago","cocaine",609.79,627.43,2024,2023,-2.81146900849497,"stable","ES007","Silvouta","42.88","-8.54",136500,"IAQBUS","N/A"
"ES","Tarragona","cocaine",1482.91,1463.91,2024,2023,1.29789399621561,"stable","ES008","Tarragona","41.11901451164164","1.24570728603803",150013,"URV","N/A"
"FI","Espoo","cocaine",158.62,134.96,2024,2023,17.5311203319502,"increase","FI001","Blominmäki","60.16","24.71",390000,"THL/Forensic Toxicology","N/A"
"FI","Helsinki","cocaine",224.53,250.72,2024,2023,-10.4459157626037,"decrease","FI002","Viikinmäki","60.23","24.99",9e+05,"THL/Forensic Toxicology","N/A"
"FI","Huittinen","cocaine",3.21,,2024,,,"no previous data","FI003","Huittinen","61.17655889","22.69824858",37000,"THL/Forensic Toxicology","N/A"
"FI","Hämeenlinna","cocaine",47.17,,2024,,,"no previous data","FI004","Paroinen","60.99601","24.46423",67000,"THL/Forensic Toxicology","N/A"
"FI","Joensuu","cocaine",23.45,,2024,,,"no previous data","FI005","Kuhasalo","62.58","29.73",84300,"THL/Forensic Toxicology","N/A"
"FI","Jyväskylä","cocaine",28.41,,2024,,,"no previous data","FI006","Nenäinniemi","62.21","25.77",155000,"THL/Forensic Toxicology","N/A"
"FI","Kajaani","cocaine",17.55,,2024,,,"no previous data","FI007","Peuraniemi","64.227","27.7285",29772,"THL/Forensic Toxicology","N/A"
"FI","Kemi","cocaine",8.15,,2024,,,"no previous data","FI008","Peurasaari","65.73609","24.56363",19368,"THL/Forensic Toxicology","N/A"
"FI","Kokkola","cocaine",3.05,,2024,,,"no previous data","FI009","Hopeakivenlahti","63.83848","23.13048",36000,"THL/Forensic Toxicology","N/A"
"FI","Kotka","cocaine",37.71,,2024,,,"no previous data","FI010","Mussalo","60.45","26.89",95000,"THL/Forensic Toxicology","N/A"
"FI","Kouvola","cocaine",32.39,,2024,,,"no previous data","FI011","Mäkikylä","60.8679","26.70405",70000,"THL/Forensic Toxicology","N/A"
"FI","Kuopio","cocaine",27.42,,2024,,,"no previous data","FI012","Lehtoniemi","62.96","27.01",96034,"THL/Forensic Toxicology","N/A"
"FI","Lahti","cocaine",111.14,,2024,,,"no previous data","FI013","Kariniemi","60.99","25.65",64000,"THL/Forensic Toxicology","N/A"
"FI","Lappeenranta","cocaine",9,,2024,,,"no previous data","FI014","Toikansuo","60.93","27.3",71000,"THL/Forensic Toxicology","N/A"
"FI","Mariehamn","cocaine",17.41,,2024,,,"no previous data","FI015","Lotsbroverket","60.09693","19.93482",20000,"THL/Forensic Toxicology","N/A"
"FI","Mikkeli","cocaine",21.82,,2024,,,"no previous data","FI016","Metsä-Sairila","61.68852","27.27217",48626,"THL/Forensic Toxicology","N/A"
"FI","Oulu","cocaine",29.47,,2024,,,"no previous data","FI017","Taskila","65.05","25.41",202600,"THL/Forensic Toxicology","N/A"
"FI","Pietarsaari","cocaine",2.34,,2024,,,"no previous data","FI018","Alheda","63.67486","22.70256",41100,"THL/Forensic Toxicology","N/A"
"FI","Pori","cocaine",21.11,,2024,,,"no previous data","FI019","Luotsinmäki","61.48519","21.79746",113000,"THL/Forensic Toxicology","N/A"
"FI","Porvoo","cocaine",72.29,,2024,,,"no previous data","FI020","Hermanninsaari","60.34094426","25.61000702",50100,"THL/Forensic Toxicology","N/A"
"FI","Rauma","cocaine",24.69,,2024,,,"no previous data","FI021","Maanpäänniemi","61.12724","21.51127",40000,"THL/Forensic Toxicology","N/A"
"FI","Rovaniemi","cocaine",15.61,,2024,,,"no previous data","FI022","Alakorkalo","66.5","25.72",55000,"THL/Forensic Toxicology","N/A"
"FI","Savonlinna","cocaine",8.66,,2024,,,"no previous data","FI024","Pihlajaniemi","61.86","28.85",24000,"THL/Forensic Toxicology","N/A"
"FI","Seinäjoki","cocaine",11.55,,2024,,,"no previous data","FI025","Seinäjoki","62.79446","22.82822",55000,"THL/Forensic Toxicology","N/A"
"FI","Tampere","cocaine",73.78,47.43,2024,2023,55.5555555555556,"increase","FI026","Viinikanlahti","61.49","23.77",2e+05,"THL/Forensic Toxicology","N/A"
"FI","Turku","cocaine",91.21,59.46,2024,2023,53.397241843256,"increase","FI027","Kakolanmäki","60.44","22.24",3e+05,"THL/Forensic Toxicology","N/A"
"FI","Vaasa","cocaine",23.04,,2024,,,"no previous data","FI028","Patt","63.1","21.62",69252,"THL/Forensic Toxicology","N/A"
"FI","Vihti","cocaine",81.76,,2024,,,"no previous data","FI029","Nummela","60.41699","24.31965",17500,"THL/Forensic Toxicology","N/A"
"GR","Athens","cocaine",181.21,133.39,2024,2023,35.8497638503636,"increase","GR001","City of Athens WWTP","37.9928017","23.7658005",3507341,"Laboratory of Analytical Chemistry (LAC) of the Department of Chemistry of the National and Kapodistrian University of Athens (NKUA)","N/A"
"HR","Split","cocaine",232.99,,2024,,,"no previous data","HR001","Wastewater sampling site at Katalinića Brig, Split","43.51526542","16.44159294",110000,"Department for Water Safety and Supply","N/A"
"HR","Zagreb","cocaine",677.38,567.95,2024,2023,19.267541156792,"increase","HR002","Central wastewater treatment plant of the city of Zagreb ","45.7929993","15.9463997",650000,"Laboratory for analytical chemistry and biogeochemistry of organic compounds","N/A"
