"Year","Metabolite","Site ID","Country","City","Wednesday","Thursday","Friday","Saturday","Sunday","Monday","Tuesday","Weekday mean","Weekend mean","Daily mean"
2020,"amphetamine","FI019","FI","Pori",86.36,69.07,78.37,79.53,74.5,81.71,79.58,78.34,78.53,78.45
2020,"amphetamine","FI021","FI","Rauma",56.29,50.69,46.51,61.7,82.04,72.09,58.83,55.27,65.59,61.17
2020,"amphetamine","FI022","FI","Rovaniemi",127.09,134.21,162.27,198.32,242.48,194.56,131.29,130.86,199.41,170.03
2020,"amphetamine","FI023","FI","Salo",145.98,153.53,153.44,185.92,158.17,181.13,177.2,158.91,169.66,165.05
2020,"amphetamine","FI024","FI","Savonlinna",52.3,48.31,40.92,37.81,38.76,36.31,30.85,43.82,38.45,40.75
2020,"amphetamine","FI025","FI","Seinäjoki",44.98,50.31,53.48,49.15,49.53,75.09,54.53,49.94,56.81,53.87
2020,"amphetamine","FI026","FI","Tampere",117.57,142.72,191.52,222.44,158.59,139.62,127.48,129.26,178.04,157.13
2020,"amphetamine","FI027","FI","Turku",92.06,94.01,103.75,125.75,124.08,128.98,104.2,96.76,120.64,110.4
2020,"amphetamine","FI028","FI","Vaasa",145.29,169.97,175.46,212.58,209.24,164.95,173.24,162.84,190.56,178.68
2020,"amphetamine","FI029","FI","Vihti",127.32,134.08,161.55,187.68,200.68,144.51,154.12,138.51,173.6,158.56
2020,"amphetamine","FR005","FR","Paris Seine Centre",0,0,0,0,0,0,0,0,0,0
2020,"amphetamine","HR002","HR","Zagreb",348.64,1556.2,496.74,274.4,263.46,224.94,3932.49,1945.78,314.88,1013.84
2020,"amphetamine","IS002","IS","Reykjavik Klettagarðar",265.77,358.62,371.46,374.31,357.93,333.01,266.19,296.86,359.18,332.47
2020,"amphetamine","IT002","IT","Bozen",1.03,1.81,2.21,2.19,2.37,2.36,1.96,1.6,2.28,1.99
2020,"amphetamine","IT003","IT","Milan",0,,0,0,0,,0,0,0,0
2020,"amphetamine","LT001","LT","Kaunas",41.78,40.68,43.19,41.52,47.87,103.98,47.74,43.4,59.14,52.39
2020,"amphetamine","LT002","LT","Klaipeda",14.89,22.71,15.48,45.56,21.91,21.66,19.54,19.05,26.15,23.11
2020,"amphetamine","LT003","LT","Vilnius",69.76,45.44,44.84,70.27,45.28,40.76,37.99,51.06,50.29,50.62
2020,"amphetamine","LV001","LV","Riga",31.44,54.98,57.42,61,62.34,69.53,37.42,41.28,62.57,53.45
2020,"amphetamine","NL001","NL","Amsterdam",125.32,108.35,114.16,99.32,96.3,97.18,112.56,115.41,101.74,107.6
2020,"amphetamine","NL002","NL","Eindhoven",214.32,285.44,246.29,330.42,216,232.92,375.33,291.7,256.41,271.53
2020,"amphetamine","NL010","NL","Utrecht",141.31,127.6,173,175.4,242.6,176.13,193.49,154.13,191.78,175.65
2020,"amphetamine","PL003","PL","Krakow P",69.81,67.26,75.69,71.75,58.62,84.87,71.72,69.6,72.73,71.39
2020,"amphetamine","PT001","PT","Almada",0.44,0.43,0.43,0,2.23,2.15,1.94,0.94,1.2,1.09
2020,"amphetamine","PT002","PT","Lisbon",2,2.77,15.82,2.85,1.93,2.47,4.28,3.02,5.77,4.59
2020,"amphetamine","PT003","PT","Porto",0,0,0,0,0,0,0,0,0,0
2020,"amphetamine","RS002","RS","Novi Sad",72.4,62.06,71.13,64.09,55.66,79.99,82.95,72.47,67.72,69.76
2020,"amphetamine","SE002","SE","Gävle",1423.91,759.5,761.22,802.1,794.44,578.81,691.63,958.35,734.14,830.23
2020,"amphetamine","SE004","SE","Sandviken",427.9,501.37,503.47,576.57,552.65,674.74,623.15,517.47,576.86,551.41
2020,"amphetamine","SE005","SE","Stockholm (2)",320.95,346.31,318.34,305.93,398.94,303.57,315.75,327.67,331.69,329.97
2020,"amphetamine","SE008","SE","Söderhamn",334.7,362.6,329.99,280.01,439.38,431.71,439.78,379.03,370.27,374.03
2020,"amphetamine","SE011","SE","Uppsala",155.5,159.23,148.91,184.35,209.8,198.67,156.84,157.19,185.43,173.33
2020,"amphetamine","SI001","SI","Domžale-Kamnik",0,0,0,0,0,0,0,0,0,0
2020,"amphetamine","SI002","SI","Koper",0,0,0,0,,0,0,0,0,0
2020,"amphetamine","SI004","SI","Ljubljana",12.73,10.1,13.13,14.29,18.7,16.95,12.53,11.79,15.77,14.06
2020,"amphetamine","SI005","SI","Maribor",6.04,8.36,8.71,1.87,1.93,2.12,2.06,5.49,3.66,4.44
2020,"amphetamine","SI006","SI","Novo mesto",2,6.41,2.15,2.09,2.11,1.99,1.86,3.43,2.09,2.66
2020,"amphetamine","SI007","SI","Velenje",85.78,80.06,123.24,113.1,98.79,80.73,88.84,84.89,103.97,95.79
2020,"cannabis","AT001","AT","Graz",46.87,48.68,44.34,67.07,37.48,58.17,52.23,49.26,51.77,50.69
2020,"cannabis","AT002","AT","Hall-Wattens",45.97,35.34,40.26,34.64,36.07,55.98,53.96,45.09,41.74,43.17
2020,"cannabis","AT004","AT","Innsbruck",49.39,57.14,66.73,62.27,62.98,72.59,59.34,55.29,66.14,61.49
2020,"cannabis","AT005","AT","Kapfenberg",64.28,65.89,73.77,62.04,69.59,27.9,59.96,63.38,58.32,60.49
2020,"cannabis","AT010","AT","Kufstein",55.81,61.25,72.51,52.99,54.77,57.8,60.78,59.28,59.52,59.41
2020,"cannabis","AT013","AT","Purgstall",39.75,36.44,28.81,31.87,34.53,49.43,51.92,42.7,36.16,38.96
2020,"cannabis","AT011","AT","Region Millstättersee",31.47,32.35,32.14,32.72,32.18,28.84,31.69,31.84,31.47,31.63
2020,"cannabis","AT017","AT","Strass im Zillertal",30.27,29.68,27.33,27.12,30.71,28.74,26.05,28.67,28.48,28.56
2020,"cannabis","AT003","AT","Wasserverband Hofsteig",67.96,76.49,101.82,60.38,61.92,71.93,114.88,86.44,74.01,79.34
2020,"cannabis","CH002","CH","Berne",7.07,5.02,21.14,8.01,8.17,18.73,15.29,9.13,14.01,11.92
2020,"cannabis","CH003","CH","Geneva",234.96,208.32,194.78,182.53,172.27,168.37,156.69,199.99,179.49,188.27
2020,"cannabis","CH007","CH","St. Gallen Hofen",10.84,9.6,18.42,8.91,,5.94,7.66,9.37,11.09,10.23
2020,"cannabis","CH008","CH","Zurich",102.03,129.09,105.46,92.16,117.82,136.1,120.12,117.08,112.89,114.68
2020,"cannabis","CZ003","CZ","Karlovy Vary",98,94.51,104.6,94.56,108.49,103.91,99.69,97.4,102.89,100.54
2020,"cannabis","CZ004","CZ","Ostrava",65.78,67.29,67.1,94.65,49.52,78.56,71.85,68.31,72.46,70.68
2020,"cannabis","CZ006","CZ","Prague (2)",89.15,90.86,77.75,126.82,79.41,87.1,81.38,87.13,92.77,90.35
2020,"cannabis","ES002","ES","Castellon",67.25,66.83,55.3,64.97,99.46,64.19,68.45,67.51,70.98,69.49
2020,"cannabis","ES007","ES","Santiago",85.45,172.4,74.56,82.31,63.48,71.17,95.62,117.82,72.88,92.14
2020,"cannabis","FR005","FR","Paris Seine Centre",176.01,186.24,168.66,109.61,159.83,165.62,179.86,180.7,150.93,163.69
2020,"cannabis","GR001","GR","Athens",30.62,33.72,41.95,40.74,65.42,46.25,,32.17,48.59,41.56
2020,"cannabis","GR002","GR","Eleusis",6.42,12.57,25.43,42.52,17.37,15.14,13.42,10.8,25.12,18.98
2020,"cannabis","HR002","HR","Zagreb",145.47,350.12,275.63,218.11,162.47,173.49,277.21,257.6,207.43,228.93
2020,"cannabis","IS002","IS","Reykjavik Klettagarðar",103.3,146.18,111.12,87.2,156.66,139.06,70.92,106.8,123.51,116.35
2020,"cannabis","IT002","IT","Bozen",32.34,31.2,35.66,33.26,31.15,37.87,35.53,33.02,34.49,33.86
2020,"cannabis","IT003","IT","Milan",42.16,,39.46,63.61,42.1,,50.86,46.51,48.39,47.64
2020,"cannabis","NL001","NL","Amsterdam",275.32,260.23,252.46,226.22,229.85,258.24,230.39,255.31,241.69,247.53
2020,"cannabis","NL002","NL","Eindhoven",129.49,130.53,156.43,122.38,120.86,147.04,141.39,133.8,136.68,135.44
2020,"cannabis","NL010","NL","Utrecht",137.66,111.76,137.54,150.22,157.13,165.58,162.28,137.24,152.62,146.02
2020,"cannabis","PL003","PL","Krakow P",29.45,30.7,29.25,29.46,22.61,40.96,26.74,28.96,30.57,29.88
2020,"cannabis","PT001","PT","Almada",110.28,129.81,113.47,98.81,80.49,109.98,106.62,115.57,100.69,107.07
2020,"cannabis","PT002","PT","Lisbon",91.63,98.13,97.44,86.37,65.77,100.6,98.77,96.18,87.54,91.24
2020,"cannabis","PT003","PT","Porto",67.18,38.21,37.76,70.62,58.78,63.49,106.44,70.61,57.66,63.21
2020,"cannabis","SE002","SE","Gävle",37.62,38.68,76.25,56.91,47.57,50.59,57.71,44.67,57.83,52.19
2020,"cannabis","SE004","SE","Sandviken",39.14,46.4,39.84,35.23,42.82,44.08,27.67,37.73,40.49,39.31
2020,"cannabis","SE008","SE","Söderhamn",34.15,37.06,46.49,33.93,36.4,36.52,34.68,35.3,38.34,37.03
2020,"cannabis","TR001","TR","Adana",20.1,17.72,21.73,0.45,19.66,20.7,10.83,16.22,15.64,15.89
2020,"cannabis","TR004","TR","Istanbul (II-VII)",43.21,34.47,36.78,38.62,40.08,24.12,33.4,37.03,34.9,35.81
2020,"cocaine","AT001","AT","Graz",98.22,107.09,138.97,277.65,141.82,113.55,90.27,98.53,168,138.22
2020,"cocaine","AT002","AT","Hall-Wattens",198.51,191.85,188.4,252.67,258.04,184.96,197.85,196.07,221.02,210.32
2020,"cocaine","AT004","AT","Innsbruck",272.4,285.7,352.42,403.34,392.42,266.43,271.96,276.69,353.65,320.67
2020,"cocaine","AT005","AT","Kapfenberg",148.49,157.88,118.73,204.25,190.41,102.76,102.67,136.35,154.04,146.46
2020,"cocaine","AT010","AT","Kufstein",364.86,369.03,440.21,449.37,499.04,357.81,347.98,360.62,436.61,404.04
2020,"cocaine","AT013","AT","Purgstall",30.39,19.28,21.52,17.96,26.36,22.62,32.59,27.42,22.11,24.39
2020,"cocaine","AT011","AT","Region Millstättersee",83.16,60.52,74.26,101.62,92.53,53.24,64.7,69.46,80.41,75.72
2020,"cocaine","AT017","AT","Strass im Zillertal",94.1,97.21,119.48,171.26,171.9,100.89,99.95,97.09,140.88,122.11
2020,"cocaine","AT003","AT","Wasserverband Hofsteig",100.95,163.51,171.02,162.2,285.03,306.16,187.81,150.76,231.1,196.67
2020,"cocaine","BE002","BE","Antwerp Zuid",1049.69,949.03,1126.59,1201.26,2090.15,789.02,1018.39,1005.7,1301.75,1174.88
2020,"cocaine","BE003","BE","Boom",456.63,463.37,382.86,365.78,363.02,353,535.6,485.2,366.17,417.18
2020,"cocaine","BE005","BE","Brussels",445.45,525.75,492.9,534.19,509.93,432.1,379.07,450.09,492.28,474.2
2020,"cocaine","CH002","CH","Berne",512.87,520.74,553.28,664.97,619.6,522.41,576.42,536.68,590.06,567.18
2020,"cocaine","CH003","CH","Geneva",530.6,540.8,530.63,569.24,512.58,409.09,417.55,496.31,505.38,501.5
2020,"cocaine","CH007","CH","St. Gallen Hofen",624.28,619.53,744.62,959.27,,571.83,631.42,625.08,758.57,691.83
2020,"cocaine","CH008","CH","Zurich",731.69,659.17,810.15,1237.33,1074.64,782.13,825.43,738.76,976.06,874.36
2020,"cocaine","CY003","CY","Limassol",42.91,46.65,47.98,41.17,37.57,27.74,63.27,50.95,38.61,43.9
2020,"cocaine","CZ003","CZ","Karlovy Vary",55.04,64.31,68.19,104.35,70.34,46.25,36.07,51.8,72.28,63.51
2020,"cocaine","CZ004","CZ","Ostrava",37.3,43.37,41.66,74.31,46.2,33.92,41.06,40.58,49.02,45.4
2020,"cocaine","CZ006","CZ","Prague (2)",228.38,289.9,237.2,397.94,296.11,215.28,210.73,243.01,286.63,267.94
2020,"cocaine","DE008","DE","Chemnitz",20.99,18.99,22.2,33.38,39.45,37.58,18.77,19.58,33.15,27.34
2020,"cocaine","DE009","DE","Dortmund",302.36,252.51,242.48,247.62,369.85,351.73,368.69,307.85,302.92,305.04
2020,"cocaine","DE010","DE","Dresden",36.01,29.29,54.13,48.68,57.01,34.61,35.28,33.53,48.61,42.14
2020,"cocaine","DE011","DE","Dülmen",89.73,114,139.57,178.04,175.72,132.8,113.7,105.81,156.53,134.79
2020,"cocaine","DE012","DE","Erfurt",54.33,56.05,,78.39,107.15,74.09,56.14,55.51,86.54,71.02
2020,"cocaine","DE018","DE","Hamburg N",409.06,410.89,,,481.83,,363.04,394.33,481.83,471.34
2020,"cocaine","DE023","DE","Magdeburg",158.58,166.37,155.88,208.78,179.87,223.04,173.02,165.99,191.89,180.79
2020,"cocaine","DE026","DE","Munich G",246.4,,,222.14,157.03,145.93,185.13,215.77,175.03,191.33
2020,"cocaine","DE028","DE","Nuremberg",28.01,34.54,37.72,48.99,51.38,36.17,30.89,31.15,43.56,38.24
2020,"cocaine","DE030","DE","Saarbrücken (2)",156.54,150.6,183.02,203.65,210.11,132.84,135.79,147.64,182.4,167.51
2020,"cocaine","ES002","ES","Castellon",445.46,487.24,417.29,397.07,498.16,432.24,387.86,440.19,436.19,437.9
2020,"cocaine","ES007","ES","Santiago",575.31,481.6,535.38,961.35,621.09,528.59,572.12,543.01,661.6,610.78
2020,"cocaine","FI001","FI","Espoo",33.12,36.87,38.98,63.06,73.21,46.53,39.53,36.5,55.44,47.33
2020,"cocaine","FI002","FI","Helsinki",51.52,62.03,71.59,117.43,126.22,76.97,68.09,60.55,98.05,81.98
2020,"cocaine","FI004","FI","Hämeenlinna",4.75,4.33,8.19,22.09,25.29,16.83,6.4,5.16,18.1,12.55
2020,"cocaine","FI005","FI","Joensuu",1.7,1.62,1.94,2.58,2.21,0.78,1.35,1.56,1.88,1.74
2020,"cocaine","FI006","FI","Jyväskylä",2.9,3.08,2.4,4.54,2.55,2.6,3.04,3.01,3.02,3.01
2020,"cocaine","FI007","FI","Kajaani",1.01,1.72,0.49,0.64,0.75,0.53,1.34,1.36,0.6,0.93
2020,"cocaine","FI008","FI","Kemi",0.19,3.04,2.55,4.06,2.09,0.35,0.7,1.31,2.27,1.86
2020,"cocaine","FI009","FI","Kokkola",0.59,0.63,0.85,0.86,0.6,0.41,1.32,0.85,0.68,0.75
2020,"cocaine","FI010","FI","Kotka",17.48,11.87,9.27,21.56,30.22,27.31,11.26,13.54,22.09,18.43
2020,"cocaine","FI011","FI","Kouvola",9.31,6.47,7.87,8.85,7.59,5.96,6.83,7.54,7.57,7.55
2020,"cocaine","FI012","FI","Kuopio",1.22,0.61,1.64,11.87,16.4,5.74,3.75,1.86,8.91,5.89
2020,"cocaine","FI013","FI","Lahti",20.1,36.7,28.35,44.67,55.8,35.72,41.05,32.62,41.14,37.49
2020,"cocaine","FI014","FI","Lappeenranta",2.29,1.61,1.07,1.54,0.58,1.85,1.31,1.73,1.26,1.47
2020,"cocaine","FI015","FI","Mariehamn",22.69,32.77,31.6,67.27,76.07,31.89,28.4,27.95,51.71,41.53
2020,"cocaine","FI016","FI","Mikkeli",2.8,3.17,3.19,3.07,4.81,1.91,1.88,2.62,3.25,2.98
2020,"cocaine","FI017","FI","Oulu",2.87,2.27,3.38,5.25,5.29,3.49,3.49,2.88,4.35,3.72
2020,"cocaine","FI018","FI","Pietarsaari",0.14,0.15,0.46,0.13,0.29,0.18,0.16,0.15,0.26,0.22
2020,"cocaine","FI019","FI","Pori",3.38,2.56,2.99,5.61,4.35,4.22,3.11,3.02,4.29,3.74
2020,"cocaine","FI021","FI","Rauma",0.9,1.07,0.24,0.86,1.82,1.26,1.31,1.09,1.04,1.06
2020,"cocaine","FI022","FI","Rovaniemi",2.38,4.87,4.87,4.52,3.64,1.88,0.51,2.59,3.73,3.24
2020,"cocaine","FI023","FI","Salo",1.13,2.27,2.81,2.55,0.98,0.91,2.73,2.04,1.81,1.91
2020,"cocaine","FI024","FI","Savonlinna",1.9,0.58,0.93,1.99,5.27,2.64,2.02,1.5,2.71,2.19
2020,"cocaine","FI025","FI","Seinäjoki",4.87,4.18,6.6,10.11,8.5,4.06,2.03,3.69,7.32,5.76
2020,"cocaine","FI026","FI","Tampere",12.65,12.17,14.55,26.44,23.01,23.41,15.82,13.55,21.85,18.29
2020,"cocaine","FI027","FI","Turku",8.9,12.65,15.61,26.24,30.12,17.46,11.69,11.08,22.36,17.52
2020,"cocaine","FI028","FI","Vaasa",2.89,1.17,0.97,2.18,2.72,1.69,1.11,1.73,1.89,1.82
2020,"cocaine","FI029","FI","Vihti",9.53,11.01,7.88,24.68,41.46,11.91,11.62,10.72,21.48,16.87
2020,"cocaine","FR005","FR","Paris Seine Centre",410.4,475.08,410.75,387.83,447.58,377.26,365.15,416.87,405.85,410.58
2020,"cocaine","HR002","HR","Zagreb",404.92,486.96,544.26,637.92,625.2,470.37,402.07,431.32,569.44,510.24
2020,"cocaine","IS002","IS","Reykjavik Klettagarðar",201.58,290.26,310.08,364.19,374.78,239.08,202.77,231.54,322.03,283.25
2020,"cocaine","IT002","IT","Bozen",282.33,310.22,332.48,387.81,403,322.93,292.89,295.15,361.56,333.1
2020,"cocaine","IT003","IT","Milan",342.15,,346.31,539.14,425.75,,353.85,348,437.07,401.44
2020,"cocaine","LT001","LT","Kaunas",55.65,57.53,57.73,72.79,86.14,66.67,60.92,58.04,70.83,65.35
2020,"cocaine","LT002","LT","Klaipeda",60.38,68.02,61.98,74.1,114.11,153.26,97.5,75.3,100.86,89.91
2020,"cocaine","LT003","LT","Vilnius",47.03,63.33,55.53,143.52,92.08,50.58,44.89,51.75,85.43,70.99
2020,"cocaine","LV001","LV","Riga",45.4,80.48,76.92,94.2,109.1,98.93,45.4,57.09,94.79,78.63
2020,"cocaine","NL001","NL","Amsterdam",706.35,715.85,855.76,712.68,864.88,821.5,703.48,708.56,813.7,768.64
2020,"cocaine","NL002","NL","Eindhoven",436.08,448.96,545.83,611.89,686.56,480.16,451.16,445.4,581.11,522.95
2020,"cocaine","NL010","NL","Utrecht",397.49,417.12,533.71,632.15,581.02,438.3,455.64,423.42,546.29,493.63
2020,"cocaine","PL003","PL","Krakow P",42.78,54.38,59.5,62.86,55.09,64.33,38.77,45.31,60.45,53.96
2020,"cocaine","PT001","PT","Almada",322.29,282.04,189.01,162.5,190.66,300.6,184.91,263.08,210.69,233.14
2020,"cocaine","PT002","PT","Lisbon",343.95,365.92,368.38,447.41,341.29,372.54,321.14,343.67,382.4,365.8
2020,"cocaine","PT003","PT","Porto",341.01,356.55,321.27,336.83,340.68,290.41,322.16,339.91,322.3,329.85
2020,"cocaine","RS002","RS","Novi Sad",146.73,121.31,135.54,126.25,83.9,132.33,135.62,134.55,119.5,125.95
2020,"cocaine","SE002","SE","Gävle",72.46,63.13,84.16,164.78,172.24,96.09,71.99,69.19,129.32,103.55
2020,"cocaine","SE004","SE","Sandviken",33.29,52.34,84.23,139.17,114.51,84.71,46.24,43.95,105.66,79.21
2020,"cocaine","SE005","SE","Stockholm (2)",213.87,274.25,298.98,407.29,536.19,324.63,208.13,232.08,391.77,323.34
2020,"cocaine","SE008","SE","Söderhamn",19.42,18.99,55.36,67.28,104.82,100.77,48.89,29.1,82.06,59.36
2020,"cocaine","SE011","SE","Uppsala",72.75,74.28,95.61,124.93,153.94,72.85,68.86,71.96,111.83,94.74
2020,"cocaine","SI001","SI","Domžale-Kamnik",148.8,159.51,155.53,175.91,199.27,138.58,152.07,153.46,167.32,161.38
2020,"cocaine","SI002","SI","Koper",306.04,305.32,344.2,363.01,,265.97,341.43,317.6,324.39,320.99
2020,"cocaine","SI004","SI","Ljubljana",287.91,302.94,301.75,401.16,392.99,329.27,336.3,309.05,356.29,336.05
2020,"cocaine","SI005","SI","Maribor",114.96,128.11,148.12,175.68,165.55,115.9,129.46,124.18,151.31,139.68
2020,"cocaine","SI006","SI","Novo mesto",85.13,99.88,103.75,143.97,146.71,91.86,80.81,88.61,121.57,107.44
2020,"cocaine","SI007","SI","Velenje",124.17,112.96,167.66,161.06,182.05,141.43,147.62,128.25,163.05,148.13
2020,"cocaine","TR001","TR","Adana",5.09,4.89,5.57,3.16,5.28,4.92,5.3,5.09,4.73,4.89
2020,"cocaine","TR004","TR","Istanbul (II-VII)",45.23,58.05,43.9,55.79,63.5,59.83,54.79,52.69,55.75,54.44
2020,"methamphetamine","AT001","AT","Graz",6.33,6.73,5.85,11.3,8.4,7.32,4.97,6.01,8.22,7.27
2020,"methamphetamine","AT002","AT","Hall-Wattens",4.89,3.21,3.57,3.79,2.54,7.27,2.47,3.52,4.29,3.96
2020,"methamphetamine","AT004","AT","Innsbruck",4.99,3.4,4.15,3.11,3.31,3.65,3.23,3.88,3.56,3.69
2020,"methamphetamine","AT005","AT","Kapfenberg",1.36,2.26,0.45,0.8,0.38,0.74,2,1.87,0.59,1.14
2020,"methamphetamine","AT010","AT","Kufstein",1.45,0.26,7.01,1.7,1.7,0.41,2.29,1.33,2.71,2.12
2020,"methamphetamine","AT013","AT","Purgstall",2.26,0.88,0.79,0.72,0.66,2.5,1.43,1.52,1.17,1.32
2020,"methamphetamine","AT011","AT","Region Millstättersee",5.02,5.93,5.65,4.97,3.01,7,6.76,5.9,5.16,5.48
2020,"methamphetamine","AT017","AT","Strass im Zillertal",5.96,7.65,7.8,7.16,4.29,6.97,6.83,6.81,6.55,6.67
2020,"methamphetamine","AT003","AT","Wasserverband Hofsteig",0.62,4.18,0.82,0.52,1.52,2.31,2.63,2.48,1.29,1.8
2020,"methamphetamine","BE002","BE","Antwerp Zuid",37.71,34.22,34.87,36.92,60.43,29.48,39.42,37.12,40.42,39.01
2020,"methamphetamine","BE003","BE","Boom",1,1.02,1.01,1.53,1.43,0.78,0.29,0.77,1.19,1.01
2020,"methamphetamine","BE005","BE","Brussels",11.42,11.09,10.76,13.15,12.65,11.01,9.64,10.72,11.89,11.39
2020,"methamphetamine","CH002","CH","Berne",29.64,28.22,27.85,31.87,24.95,28.47,29.31,29.06,28.28,28.61
2020,"methamphetamine","CH003","CH","Geneva",7.3,6.15,6.55,7.92,7.91,9.65,11.79,8.41,8.01,8.18
2020,"methamphetamine","CH007","CH","St. Gallen Hofen",9.29,8.15,8.36,7.8,,7.66,12.8,10.08,7.94,9.01
2020,"methamphetamine","CH008","CH","Zurich",58.83,50.74,54.92,64.51,68.03,64.97,60.68,56.75,63.11,60.38
2020,"methamphetamine","CY003","CY","Limassol",24.33,14.53,17.85,9.77,15.71,16.89,33.29,24.05,15.06,18.91
2020,"methamphetamine","CZ003","CZ","Karlovy Vary",379.93,408.59,440.23,410.87,381.42,348.37,351.86,380.13,395.22,388.75
2020,"methamphetamine","CZ004","CZ","Ostrava",696.2,684.09,638.1,748.51,561.52,680.24,911.91,764.07,657.09,702.94
2020,"methamphetamine","CZ006","CZ","Prague (2)",315.99,355.27,305.42,349.54,305.11,326.22,335.93,335.73,321.57,327.64
2020,"methamphetamine","DE008","DE","Chemnitz",351.61,339.16,337.78,367.91,335.94,313.61,256.68,315.82,338.81,328.95
2020,"methamphetamine","DE009","DE","Dortmund",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","DE010","DE","Dresden",212.24,159.72,282.11,207.3,163.02,172.42,213.71,195.23,206.21,201.51
2020,"methamphetamine","DE011","DE","Dülmen",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","DE012","DE","Erfurt",440.02,429.13,,382.98,478.47,442.14,438.96,436.04,434.53,435.28
2020,"methamphetamine","DE018","DE","Hamburg N",3.58,6.14,,,6.49,,2.64,4.12,6.49,5.68
2020,"methamphetamine","DE023","DE","Magdeburg",141.05,163.66,128.87,146.18,131.68,146.72,140.31,148.34,138.36,142.63
2020,"methamphetamine","DE026","DE","Munich G",6.69,,,10.19,7.78,12.74,9.09,7.89,10.24,9.3
2020,"methamphetamine","DE028","DE","Nuremberg",102.71,114.73,123.19,140.36,143.48,120.24,120.2,112.55,131.82,123.56
2020,"methamphetamine","DE030","DE","Saarbrücken (2)",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","ES002","ES","Castellon",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","ES007","ES","Santiago",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","FI001","FI","Espoo",3.6,4.65,4.73,6.32,6.59,4.78,5.03,4.42,5.6,5.1
2020,"methamphetamine","FI002","FI","Helsinki",9.26,10.2,8.9,10.71,11.67,10.79,9.52,9.66,10.52,10.15
2020,"methamphetamine","FI004","FI","Hämeenlinna",2.25,2.33,2.08,2.89,2.34,2.23,3.17,2.58,2.38,2.47
2020,"methamphetamine","FI005","FI","Joensuu",1.59,1.49,1.72,1.3,1.27,0.93,0.95,1.34,1.31,1.32
2020,"methamphetamine","FI006","FI","Jyväskylä",3.68,2.03,1.51,1.85,1.17,1.38,1.29,2.33,1.48,1.85
2020,"methamphetamine","FI007","FI","Kajaani",0.93,1.29,1.31,1.34,0.72,1.25,0.91,1.04,1.15,1.11
2020,"methamphetamine","FI008","FI","Kemi",0.91,1,0.95,0.92,1.31,0.99,1.08,1,1.04,1.02
2020,"methamphetamine","FI009","FI","Kokkola",0.85,0.78,0.6,0.68,0.76,0.61,0.69,0.77,0.66,0.71
2020,"methamphetamine","FI010","FI","Kotka",3.07,2.51,2.24,3.16,3,3.8,2.94,2.84,3.05,2.96
2020,"methamphetamine","FI011","FI","Kouvola",2.04,2.22,2.22,2.44,2.4,1.78,1.5,1.92,2.21,2.08
2020,"methamphetamine","FI012","FI","Kuopio",1.69,1.56,1.84,1.76,1.74,1.73,2.06,1.77,1.77,1.77
2020,"methamphetamine","FI013","FI","Lahti",9.87,12.15,43.88,10.89,7.29,27.43,24.26,15.43,22.37,19.39
2020,"methamphetamine","FI014","FI","Lappeenranta",0.68,0.77,1.06,0.92,0.56,0.5,0.56,0.67,0.76,0.72
2020,"methamphetamine","FI015","FI","Mariehamn",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","FI016","FI","Mikkeli",8.34,6.03,6.45,4.5,2.24,3.77,1.59,5.32,4.24,4.7
2020,"methamphetamine","FI017","FI","Oulu",1.04,0.89,0.97,1.31,1.46,1.56,1.24,1.05,1.33,1.21
2020,"methamphetamine","FI018","FI","Pietarsaari",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","FI019","FI","Pori",1.39,1.27,1.31,1.62,1.32,1.72,1.78,1.48,1.49,1.49
2020,"methamphetamine","FI021","FI","Rauma",1.41,2.37,1.65,1.25,1.68,1.35,2.32,2.03,1.48,1.72
2020,"methamphetamine","FI022","FI","Rovaniemi",1.79,1.71,1.79,2.08,2.29,2.28,1.13,1.54,2.11,1.87
2020,"methamphetamine","FI023","FI","Salo",5.59,5.9,6.72,8.54,9.69,8.75,7.57,6.35,8.43,7.54
2020,"methamphetamine","FI024","FI","Savonlinna",2.38,2.84,1.02,0.75,1.17,0.88,0.74,1.99,0.95,1.4
2020,"methamphetamine","FI025","FI","Seinäjoki",1.94,1.28,1.21,2.61,1.93,1.71,1.04,1.42,1.86,1.67
2020,"methamphetamine","FI026","FI","Tampere",1.34,1.83,1.63,2.29,1.64,1.37,2.23,1.8,1.73,1.76
2020,"methamphetamine","FI027","FI","Turku",3.63,3.59,4.53,4.78,4.74,4.44,4.7,3.97,4.62,4.34
2020,"methamphetamine","FI028","FI","Vaasa",2.41,2.9,2.88,2.58,4.16,3.07,3.49,2.93,3.17,3.07
2020,"methamphetamine","FI029","FI","Vihti",1.37,2.71,5.01,3.28,2.23,1.88,4.1,2.72,3.1,2.94
2020,"methamphetamine","FR005","FR","Paris Seine Centre",0,0,0,0,0,0,0,0,0,0
2020,"methamphetamine","GR001","GR","Athens",17.55,18.45,19.36,15.89,20.53,22.23,,18,19.5,18.31
