"Year","Metabolite","Site ID","Country","City","Wednesday","Thursday","Friday","Saturday","Sunday","Monday","Tuesday","Weekday mean","Weekend mean","Daily mean"
2024,"MDMA","AT001","AT","Graz",8.82,12.87,12.45,28.11,26.8,10.5,9.13,10.27,19.47,15.53
2024,"MDMA","AT002","AT","Hall-Wattens",3.39,1.51,2.98,22.16,11.03,6.75,1.53,2.14,10.73,7.05
2024,"MDMA","AT004","AT","Innsbruck",12.04,13.68,12.59,38.65,40.07,27.55,14.35,13.36,29.72,22.71
2024,"MDMA","AT005","AT","Kapfenberg",9.68,4.4,4.39,9.29,10.19,6.17,10.42,8.17,7.51,7.79
2024,"MDMA","AT006","AT","Klagenfurt",5.49,3.91,12.63,12.83,13.44,9.7,8.49,5.97,12.15,9.5
2024,"MDMA","AT008","AT","Knittelfeld",1.46,4.26,6.07,11.42,6.21,5.46,1.04,2.25,7.29,5.13
2024,"MDMA","AT010","AT","Kufstein",10.15,4.37,5.08,8.67,15.84,4.95,12.52,9.02,8.64,8.8
2024,"MDMA","AT013","AT","Purgstall",6.73,6.51,7.03,14.45,8.26,71.58,50.92,21.39,25.33,23.64
2024,"MDMA","AT011","AT","Region Millstättersee",7.4,5.59,6.36,3.96,6.64,4.77,6.53,6.5,5.43,5.89
2024,"MDMA","AT014","AT","Ried im Innkreis",4.08,2.31,3.98,11.28,11.69,6.88,3.91,3.43,8.46,6.3
2024,"MDMA","AT015","AT","Salzburg",7.9,7.13,6.09,12.13,12.97,8.65,7.1,7.38,9.96,8.85
2024,"MDMA","AT016","AT","Steyr",3.66,2.7,4.71,20.69,30.61,14.89,7.84,4.73,17.73,12.16
2024,"MDMA","AT017","AT","Strass im Zillertal",4.98,7.27,9.8,8.67,11.91,10.99,14.57,8.94,10.34,9.74
2024,"MDMA","AT003","AT","Wasserverband Hofsteig",5.99,2.9,6.41,16.29,18.17,10.27,7.07,5.32,12.79,9.59
2024,"MDMA","AT018","AT","Wien",18.4,10.83,14.47,35.78,32.84,15.59,19.4,16.21,24.67,21.05
2024,"MDMA","AT019","AT","Wiener Neustadt",7.3,5.84,7.11,6.83,23.07,20.92,11.92,8.35,14.48,11.86
2024,"MDMA","AT020","AT","Wildon",3.24,2.61,3.18,3.71,8.77,11.27,9.38,5.08,6.73,6.02
2024,"MDMA","AU002","AU","Australia (59 sites)",25.81,16.23,10.89,13.22,55.96,96.39,46.44,29.49,44.12,37.85
2024,"MDMA","BE002","BE","Antwerp Zuid",90.09,209.46,243.58,147.81,74.71,137.62,78.93,126.16,150.93,140.31
2024,"MDMA","BE005","BE","Brussels",31.65,30.23,30.84,110.28,172.71,105.99,57.07,39.65,104.95,76.97
2024,"MDMA","BR005","BR","Belo Horizonte (2)",45.78,17.79,63.04,25.41,24.77,44.83,22.16,25,39.51,33.95
2024,"MDMA","BR007","BR","Brasilia (I-VII)",0.5,1.66,1.18,4.61,7.36,5.97,3.28,1.81,4.78,3.51
2024,"MDMA","BR010","BR","Curitiba (2)",5.36,4.86,8.13,9.74,10.74,10.63,15.99,8.74,9.81,9.35
2024,"MDMA","BR011","BR","Fortaleza",4.64,5.48,4.44,5.44,5.81,4.58,4.09,4.74,5.07,4.93
2024,"MDMA","BR013","BR","Goiânia",8.2,7.2,9.07,7.42,8.73,13.21,26.42,13.94,9.61,11.47
2024,"MDMA","BR017","BR","Natal",4.24,3.55,0.7,3.72,4.11,4.52,7.37,5.05,3.26,4.03
2024,"MDMA","BR019","BR","Niterói (2)",6.51,5.56,8.65,9.7,9.57,9.15,9.68,7,9.27,8.35
2024,"MDMA","BR023","BR","Porto Alegre (2 - 2024)",11.18,7.09,6.2,9.21,20.68,9.69,9.38,9.37,11.45,10.59
2024,"MDMA","BR024","BR","Recife",2.01,1.36,1.89,1.13,2.06,1.41,2.74,2.04,1.62,1.8
2024,"MDMA","BR027","BR","Serraria",12.55,7.09,6.35,9.36,23.93,10.44,10.49,10.04,12.52,11.46
2024,"MDMA","BR030","BR","São Luis",1.06,0.94,4.05,0.89,2.72,1.95,1.57,1.19,2.4,1.88
2024,"MDMA","BR032","BR","São Paulo (I-V)",8,7.4,2.13,5.8,10.88,10.94,13.04,9.48,7.44,8.31
2024,"MDMA","CA001","CA","Kitchener",9.17,8.83,6.03,7.53,11.58,21.36,19.85,12.61,11.62,12.05
2024,"MDMA","CA002","CA","Montreal",8.14,8.99,6.96,23.15,36.07,28.34,29.38,15.5,23.63,20.15
2024,"MDMA","CH001","CH","Basel",11.56,7.8,11.44,21.15,28.05,13.83,9.87,9.74,18.62,14.81
2024,"MDMA","CH002","CH","Berne",53.18,10.69,30.66,29.61,31.5,16.58,9.65,24.5,27.09,25.98
2024,"MDMA","CH003","CH","Geneva",19.73,16.32,26.36,61.57,81.6,38.36,26.18,20.74,51.97,38.59
2024,"MDMA","CH008","CH","Zurich",16.1,15.2,23.39,52.75,151.58,46.48,21.84,17.71,68.55,46.76
2024,"MDMA","CY001","CY","Agia Napa",1.93,2.45,4.85,8.32,8.92,3.19,2.04,2.14,6.32,4.53
2024,"MDMA","CY002","CY","Larnaca",1.96,0.51,1.76,0.51,3.47,0.96,0.63,1.03,1.68,1.4
2024,"MDMA","CY003","CY","Limassol",4.74,4.25,13.36,6.21,6.98,9.02,3.07,4.02,8.89,6.81
2024,"MDMA","CY005","CY","Nicosia (2)",1.15,1.13,0.86,2.04,2.44,2.22,1.51,1.26,1.89,1.62
2024,"MDMA","CY007","CY","Paphos",0.55,1.67,1.3,1.35,4.58,0.55,1.83,1.35,1.94,1.69
2024,"MDMA","CZ001","CZ","Brno",10.15,8.7,7.95,13.66,29.22,28.95,14.2,11.02,19.94,16.12
2024,"MDMA","CZ002","CZ","České Budějovice",8.96,8.28,10,10.66,26.29,23.98,14.87,10.7,17.73,14.72
2024,"MDMA","CZ003","CZ","Karlovy Vary",12.75,10.54,11.66,26.94,18.54,10.31,9.47,10.92,16.86,14.32
2024,"MDMA","CZ004","CZ","Ostrava",16.08,16.77,14.72,52.28,42.22,24.84,17.96,16.93,33.51,26.41
2024,"MDMA","CZ005","CZ","Plzeň",14.83,15.91,12.24,36.59,46.96,23.16,12.69,14.48,29.74,23.2
2024,"MDMA","CZ006","CZ","Prague (2)",25.28,26.72,40.81,121.59,89.47,46.34,32.99,28.33,74.55,54.74
2024,"MDMA","CZ009","CZ","Ústí nad Labem",8.34,7.4,11.19,26.68,23.26,12.31,10.23,8.66,18.36,14.2
2024,"MDMA","DE008","DE","Chemnitz",9.15,6.77,11.69,11.05,21.84,13.8,7.66,7.86,14.6,11.71
2024,"MDMA","DE009","DE","Dortmund",23.01,79.6,33.56,27.56,48.22,29.71,17.82,40.14,34.77,37.07
2024,"MDMA","DE010","DE","Dresden",19.25,14.73,10.39,14.29,31.49,19.89,9.75,14.58,19.01,17.11
2024,"MDMA","DE012","DE","Erfurt",62.24,20.8,14.18,19.76,45.36,22.51,15.36,32.8,25.45,28.6
2024,"MDMA","DE018","DE","Hamburg N",12.09,7.57,18.77,48.54,56.32,30.5,20.54,13.4,38.53,27.76
2024,"MDMA","DE020","DE","Hannover (2)",14.38,18.52,17.52,27.3,45.61,38.09,21.06,17.99,32.13,26.07
2024,"MDMA","DE023","DE","Magdeburg",14.18,11.81,11.53,30.96,39.38,23.23,18.21,14.73,26.27,21.33
2024,"MDMA","DE026","DE","Munich G",32.6,21.86,107.88,30.54,48.64,20.68,13.4,22.62,51.94,39.37
2024,"MDMA","DE028","DE","Nuremberg",9.89,10.88,7.9,16.49,29.01,22.2,11.69,10.82,18.9,15.44
2024,"MDMA","DE030","DE","Saarbrücken (2)",24.69,19.47,19.53,38.35,43.39,33.23,19.79,21.32,33.63,28.35
2024,"MDMA","DE033","DE","Stuttgart",14.77,12.44,8.87,29.6,49.99,23.29,20.94,16.05,27.94,22.84
2024,"MDMA","DK001","DK","Aalborg",12.48,9.82,15,16.15,21.03,37.78,16.43,12.91,22.49,18.38
2024,"MDMA","DK002","DK","Aarhus",6.35,4.95,1.95,30.14,27.36,11.18,4.38,5.23,17.66,12.33
2024,"MDMA","DK003","DK","Copenhagen",18.52,28.16,22.74,64.23,65.1,36.35,23.9,23.53,47.11,37
2024,"MDMA","DK004","DK","Esbjerg",2.7,2.59,3.73,6.21,10.72,10.71,10.18,5.16,7.84,6.69
2024,"MDMA","DK005","DK","Næstved",5.62,5.84,5.52,9.42,12.26,5.36,5.84,5.77,8.14,7.12
2024,"MDMA","DK006","DK","Odense",5.81,6.54,10.63,12.45,17.55,10.27,6.93,6.43,12.72,10.03
2024,"MDMA","ES001","ES","Barcelona",25.05,27.42,28.76,47.99,82,78.88,40.07,30.85,59.41,47.17
2024,"MDMA","ES002","ES","Castellon",9.51,13.24,16.05,150.68,120.9,40.31,12.9,11.88,81.99,51.94
2024,"MDMA","ES003","ES","Granada",18.02,15.45,23.45,59.88,68.43,32.48,22.66,18.71,46.06,34.34
2024,"MDMA","ES004","ES","Lleida",34.43,52.57,28.71,27.56,37.57,101.66,14.82,33.94,48.88,42.47
2024,"MDMA","ES007","ES","Santiago",6.24,10.22,16.6,27.19,33.05,16.13,8.44,8.3,23.24,16.84
2024,"MDMA","ES008","ES","Tarragona",22.07,19.98,23.47,29.28,61.63,42.03,26.5,22.85,39.1,32.14
2024,"MDMA","FI001","FI","Espoo",16.9,16.59,20.48,34.46,40.94,35.72,23.27,18.92,32.9,26.91
2024,"MDMA","FI002","FI","Helsinki",21.96,21.22,22.67,48.83,59.31,47.48,24.87,22.69,44.57,35.19
2024,"MDMA","FI003","FI","Huittinen",5.08,0.7,,0.44,5.45,5.77,1.14,1.9,3.89,2.75
2024,"MDMA","FI004","FI","Hämeenlinna",7.38,5.67,10.76,15.38,17.08,12.28,7.27,6.77,13.87,10.83
2024,"MDMA","FI005","FI","Joensuu",20.05,14.39,25.55,47.08,47.18,29.92,21.76,18.73,37.43,29.42
2024,"MDMA","FI006","FI","Jyväskylä",27.25,24.06,19.91,28.33,36.36,18.02,13.88,21.73,25.66,23.97
2024,"MDMA","FI007","FI","Kajaani",2.89,14.13,2.97,8.57,5.78,4.91,2.93,6.65,5.56,6.03
2024,"MDMA","FI008","FI","Kemi",3.04,1.22,0.11,17.69,35.61,11.35,3.08,2.45,16.19,10.3
2024,"MDMA","FI009","FI","Kokkola",6.83,6.5,8.47,8.74,11.66,10.44,9.39,7.57,9.83,8.86
2024,"MDMA","FI010","FI","Kotka",11.67,15.7,12.09,22.64,21.46,20.2,12.93,13.43,19.1,16.67
2024,"MDMA","FI011","FI","Kouvola",22.09,15.43,6.58,11.77,12.64,4.12,3.2,13.58,8.78,10.83
2024,"MDMA","FI012","FI","Kuopio",13.86,14.73,9.78,16.84,20.82,14.86,19.07,15.89,15.57,15.71
2024,"MDMA","FI013","FI","Lahti",10.13,15.14,13.19,16.18,23.53,15.1,19.42,14.89,17,16.1
2024,"MDMA","FI014","FI","Lappeenranta",11.93,9.45,7.32,10.48,15.81,14.6,14.83,12.07,12.05,12.06
2024,"MDMA","FI015","FI","Mariehamn",1.92,2.72,2.31,6.51,16.84,5.57,2.75,2.46,7.81,5.52
2024,"MDMA","FI016","FI","Mikkeli",6.01,2.72,0.56,9.12,12.99,3.9,2.38,3.7,6.64,5.38
2024,"MDMA","FI017","FI","Oulu",15.7,15.03,14.85,39.12,44.8,32.19,18.52,16.42,32.74,25.74
2024,"MDMA","FI018","FI","Pietarsaari",1.3,1.96,0.47,2.31,2.44,1.97,1.01,1.42,1.8,1.64
2024,"MDMA","FI019","FI","Pori",7.63,31.32,9.78,19.84,22.66,14.21,8.49,15.82,16.62,16.28
2024,"MDMA","FI020","FI","Porvoo",5.24,6.55,6.64,19.97,40.1,29.88,21.08,10.96,24.15,18.5
2024,"MDMA","FI021","FI","Rauma",27.14,12.24,12.08,38.12,19.75,22.57,18.15,19.18,23.13,21.44
2024,"MDMA","FI022","FI","Rovaniemi",8,18.21,17.39,21.88,36.14,28.68,18.41,14.88,26.02,21.25
2024,"MDMA","FI024","FI","Savonlinna",1.76,4.59,2.97,4.66,7.49,3.32,2.33,2.89,4.61,3.87
2024,"MDMA","FI025","FI","Seinäjoki",20.14,22.22,22.04,31.95,30.94,16.04,8.64,17,25.24,21.71
2024,"MDMA","FI026","FI","Tampere",12.85,19.11,22.42,40.22,54.35,30.29,20.57,17.51,36.82,28.54
2024,"MDMA","FI027","FI","Turku",20.73,16.97,21.85,45.79,74.16,36.6,25.89,21.2,44.6,34.57
2024,"MDMA","FI028","FI","Vaasa",14.13,25.64,15.88,25.96,39.96,21.75,10.76,16.85,25.89,22.01
2024,"MDMA","FI029","FI","Vihti",2.86,3.01,9.2,9.92,5.2,2.88,1.22,2.36,6.8,4.9
2024,"MDMA","FR005","FR","Paris Seine Centre",26.23,18.88,26.55,68.56,114.5,69.21,30.09,25.07,69.7,50.57
2024,"MDMA","GB001","GB","Bristol",11.1,10.25,16.54,37.52,29.93,26.29,23.7,15.02,27.57,22.19
2024,"MDMA","GR001","GR","Athens",4.7,4.74,3.93,7.01,16.64,11.47,5.87,5.1,9.76,7.77
2024,"MDMA","HR001","HR","Split",24.82,63.53,23.09,54.21,30.88,25.02,26.89,38.41,33.3,35.49
2024,"MDMA","HR002","HR","Zagreb",14.08,10.04,11.15,,38.85,23.61,13.51,12.54,24.54,20.71
2024,"MDMA","IE001","IE","Dublin",25.21,18.12,17.33,21.64,68.38,97.03,44.34,29.22,51.09,41.72
2024,"MDMA","IS002","IS","Reykjavik Klettagarðar",42.71,40.62,18.22,46.09,53.99,28.26,25.6,36.31,36.64,36.5
2024,"MDMA","IT001","IT","Bologna",4.23,3.66,3.92,10.45,48.74,13.59,5.82,4.57,19.17,12.92
2024,"MDMA","IT002","IT","Bozen",3.54,3.35,4.58,14.87,11.58,11.37,4.5,3.8,10.6,7.68
2024,"MDMA","IT003","IT","Milan",8.08,19.48,19.14,,,,7.68,12.56,19.14,14.44
2024,"MDMA","IT004","IT","Rome",2.38,2.1,7.01,4.27,13.84,6.45,2.79,2.42,7.89,5.55
2024,"MDMA","LT001","LT","Kaunas",10.11,9.26,8.42,22.46,13.91,13.41,9.34,9.57,14.55,12.42
2024,"MDMA","LT002","LT","Klaipeda",10.44,8.04,8.19,10.29,15.58,26.89,24.84,14.44,15.24,14.9
2024,"MDMA","LT003","LT","Vilnius",16.12,15.42,13.13,13.55,15.32,36.44,28.28,19.94,19.61,19.75
2024,"MDMA","LU002","LU","Luxembourg",10.34,9.33,11.51,23.77,55,23.43,22.08,13.92,28.43,22.21
2024,"MDMA","LV001","LV","Riga",14.93,12.67,12.43,15.94,28.48,19.82,9.09,12.23,19.17,16.19
2024,"MDMA","NL001","NL","Amsterdam",137.29,114.15,246.2,176.98,277.36,846.14,179.46,143.63,386.67,282.51
2024,"MDMA","NL003","NL","Groningen",69.56,48.25,80.7,120.86,198.89,147.42,77.5,65.1,136.97,106.17
2024,"MDMA","NL007","NL","Rotterdam (2)",70.38,70.68,73.93,136.27,225.33,132.97,73.74,71.6,142.13,111.9
2024,"MDMA","NL010","NL","Utrecht",63.81,48.6,59.05,118.19,234.55,160.65,88.41,66.94,143.11,110.47
2024,"MDMA","NL011","NL","Zwolle",32.25,41.1,32.66,42.44,65.48,98.75,37.21,36.85,59.83,49.98
2024,"MDMA","NO001","NO","Bergen (2)",27.05,21.13,31.54,59.33,67.03,,23.42,24.66,52.63,36.65
2024,"MDMA","NO007","NO","Oslo (2)",19.61,16.98,44.66,56.68,59.19,42.69,24.73,20.44,50.8,37.79
2024,"MDMA","NO009","NO","Trondheim (2)",9.15,9.99,13.72,38.3,41.06,22.37,13.57,10.9,28.86,21.17
2024,"MDMA","NZ001","NZ","Auckland",24.21,13.03,41.49,53.61,74.58,33.6,29.59,22.28,50.82,38.59
2024,"MDMA","NZ002","NZ","Christchurch",29.19,30.22,85.12,279.03,227.87,83.56,42.01,33.81,168.89,111
2024,"MDMA","NZ003","NZ","Queenstown",43.66,32.64,52.84,116.92,160.64,84.65,60.46,45.59,103.76,78.83
2024,"MDMA","NZ004","NZ","Wellington (M1+M2)",16.46,14.95,25.69,86.84,69.17,43.59,21.27,17.56,56.32,39.71
2024,"MDMA","PL003","PL","Krakow P",30.84,28.44,34.61,60.55,57.67,52.73,31.01,30.09,51.39,42.26
2024,"MDMA","PT001","PT","Almada",13.3,7.54,7.99,8.41,30.08,35.37,18.9,13.25,20.46,17.37
2024,"MDMA","PT002","PT","Lisbon",47.96,37.05,45.44,100.32,146.36,109.63,85.66,56.89,100.44,81.77
2024,"MDMA","PT003","PT","Porto",26.87,11.62,9.58,15.46,35.54,36.64,18.21,18.9,24.31,21.99
2024,"MDMA","RO001","RO","Bucharest",9,5.79,5.93,13.53,20.11,13.98,8.73,7.84,13.39,11.01
2024,"MDMA","SE002","SE","Gävle",11.47,10.15,16.94,15.06,24.75,23.46,11.14,10.92,20.05,16.14
2024,"MDMA","SE003","SE","Karlstad",1.73,8.61,1.65,7.64,14.25,5.89,6.1,5.48,7.36,6.55
2024,"MDMA","SE005","SE","Stockholm (2)",10.49,11.29,10.67,30.9,50.23,33.48,16.4,12.73,31.32,23.35
2024,"MDMA","SE009","SE","Trollhättan",0,0,0,0,0,0,0,0,0,0
2024,"MDMA","SE012","SE","Växjö",0,0,0,0,0,0,0,0,0,0
2024,"MDMA","SI001","SI","Domžale-Kamnik",3.15,6.34,4.75,36.76,34.12,15.27,6.2,5.23,22.72,15.23
2024,"MDMA","SI002","SI","Koper",15.17,20.93,11.84,16.53,27.52,18.61,22.18,19.43,18.63,18.97
2024,"MDMA","SI003","SI","Kranj",7.73,11.62,7.47,27.7,0.19,12.96,12.26,10.54,12.08,11.42
2024,"MDMA","SI004","SI","Ljubljana",14.51,12.46,23.34,65.17,56.9,30.61,22.5,16.49,44,32.21
2024,"MDMA","SI005","SI","Maribor",9.7,8.44,5.97,50.13,30.08,15.27,5.26,7.8,25.36,17.84
2024,"MDMA","SI006","SI","Novo mesto",0.18,0.21,0.2,0.18,6.71,0.21,0.18,0.19,1.83,1.13
2024,"MDMA","SI007","SI","Velenje",0.48,0.44,0.44,5.54,5.8,0.46,0.49,0.47,3.06,1.95
2024,"MDMA","SK002","SK","Bratislava C",10.86,9.03,13.03,29.47,32.13,20.93,11.05,10.31,23.89,18.07
2024,"MDMA","SK004","SK","Piestany",7.04,3.68,2.73,3.37,7.71,14.4,21.11,10.61,7.05,8.58
2024,"MDMA","TR002","TR","Ankara",14.23,10.03,9.51,10.65,12.69,10.91,12.05,12.1,10.94,11.44
2024,"MDMA","TR004","TR","Istanbul (II-VII)",11.48,9.96,8.98,15.09,21.87,19.58,11.21,10.88,16.38,14.02
2024,"MDMA","US002","US","Seattle",25.29,16.77,10.63,17.79,25.06,59.01,188.33,76.8,28.12,48.98
2024,"amphetamine","AT001","AT","Graz",46.62,65.45,66.12,61.7,50.19,27.5,29.88,47.32,51.38,49.64
2024,"amphetamine","AT002","AT","Hall-Wattens",9.35,10.63,11.61,9.97,5.92,11.42,5.43,8.47,9.73,9.19
2024,"amphetamine","AT004","AT","Innsbruck",13.17,18.85,16.06,19.8,15.75,17.55,13.33,15.12,17.29,16.36
2024,"amphetamine","AT005","AT","Kapfenberg",71.35,57.3,51.22,67.27,62.74,67.21,61.77,63.47,62.11,62.69
2024,"amphetamine","AT006","AT","Klagenfurt",7.98,6.13,8.06,8.15,8.91,5.57,5.24,6.45,7.68,7.15
2024,"amphetamine","AT008","AT","Knittelfeld",11.59,15.06,14.49,17.91,12.64,16.63,10.77,12.47,15.42,14.16
2024,"amphetamine","AT010","AT","Kufstein",13.14,15.02,17.32,20.34,17.74,14.66,13.15,13.77,17.51,15.91
2024,"amphetamine","AT013","AT","Purgstall",7.11,21.14,16.13,18.97,13.65,24.15,8.68,12.31,18.23,15.69
2024,"amphetamine","AT011","AT","Region Millstättersee",6.24,4.62,5.45,6.82,5.71,7.02,7.45,6.1,6.25,6.19
2024,"amphetamine","AT014","AT","Ried im Innkreis",107.24,113,178.06,131.73,33.54,86.66,61.56,93.93,107.5,101.68
2024,"amphetamine","AT015","AT","Salzburg",27.63,24.9,32.03,24.36,22.06,16.74,22.36,24.97,23.8,24.3
2024,"amphetamine","AT016","AT","Steyr",20.38,23.29,27.35,93.71,50.98,25.14,21.27,21.65,49.3,37.45
2024,"amphetamine","AT017","AT","Strass im Zillertal",11.12,13.81,12.95,11.39,8.85,9.17,10.58,11.84,10.59,11.12
2024,"amphetamine","AT003","AT","Wasserverband Hofsteig",44.69,29.05,26.21,35.06,28.72,42.24,46.01,39.92,33.06,36
2024,"amphetamine","AT018","AT","Wien",57.78,39.08,44.4,52.87,35.19,28.3,38.51,45.12,40.19,42.3
2024,"amphetamine","AT019","AT","Wiener Neustadt",26.26,26.09,21.98,24.05,28.33,26.07,31.16,27.84,25.11,26.28
2024,"amphetamine","AT020","AT","Wildon",26.44,27.18,45.46,38.79,43.66,47.88,47.7,33.77,43.95,39.59
2024,"amphetamine","BE002","BE","Antwerp Zuid",419.77,377.51,415.2,446.14,279.57,333.75,360.72,386,368.66,376.09
2024,"amphetamine","BE005","BE","Brussels",64.32,87.79,68.87,109.08,83.79,85.19,99.91,84,86.73,85.56
2024,"amphetamine","BR005","BR","Belo Horizonte (2)",3.96,5.22,4.47,5.4,5.66,4.95,9.23,6.59,5.12,5.68
2024,"amphetamine","BR007","BR","Brasilia (I-VII)",3.95,4.05,3.86,3.73,3.32,3.51,3.98,3.99,3.6,3.77
2024,"amphetamine","BR010","BR","Curitiba (2)",2.16,1.16,1.11,1.02,1.42,0.82,1.26,1.53,1.09,1.28
2024,"amphetamine","BR011","BR","Fortaleza",2.16,1.43,1.43,1.51,1.79,1.58,1.3,1.63,1.58,1.6
2024,"amphetamine","BR013","BR","Goiânia",3.63,5.85,7.98,7.27,8.29,4.22,6.11,5.19,6.94,6.19
2024,"amphetamine","BR015","BR","João Pessoa",0.21,0.21,0.25,0.19,0.12,0.11,0.13,0.18,0.17,0.17
2024,"amphetamine","BR017","BR","Natal",1.3,0.88,1.38,1.66,0.75,0.79,0.77,0.98,1.14,1.08
2024,"amphetamine","BR019","BR","Niterói (2)",2.12,2.39,2.22,1.65,1.36,2.04,2.12,2.22,1.82,1.98
2024,"amphetamine","BR023","BR","Porto Alegre (2 - 2024)",4.3,3.39,2.36,3.11,3.86,4.84,4.35,4.06,3.54,3.76
2024,"amphetamine","BR024","BR","Recife",1.36,0.83,0.62,0.4,0.33,0.57,0.85,1.01,0.48,0.71
2024,"amphetamine","BR027","BR","Serraria",4.45,3.39,2.23,3.12,4.13,5.33,4.79,4.21,3.7,3.92
2024,"amphetamine","BR030","BR","São Luis",0.53,0.64,0.41,0.59,0.32,0.32,0.46,0.54,0.41,0.47
2024,"amphetamine","BR032","BR","São Paulo (I-V)",8.54,1.07,1.2,2.07,1.03,0.9,1.5,3.7,1.3,2.33
2024,"amphetamine","CA001","CA","Kitchener",78.07,92.96,103.6,107.58,97.1,96.53,106.39,92.47,101.2,97.46
2024,"amphetamine","CA002","CA","Montreal",6.74,45.13,306.17,5.52,238.16,5.82,9.28,20.38,138.92,88.12
2024,"amphetamine","CH001","CH","Basel",18,28.5,29.44,23.43,22.72,13.22,22.38,22.96,22.21,22.53
2024,"amphetamine","CH002","CH","Berne",73.23,64.45,69.37,57.31,65.32,46.95,63.46,67.05,59.74,62.87
2024,"amphetamine","CH003","CH","Geneva",13.68,14.75,17.42,13.81,11.16,13.9,11.13,13.19,14.07,13.69
2024,"amphetamine","CH008","CH","Zurich",65.62,54.17,61.26,64.34,66.59,57.35,47.79,55.86,62.38,59.59
2024,"amphetamine","CY001","CY","Agia Napa",2.57,4.8,6.96,14.52,7.46,7.4,12.34,6.57,9.09,8.01
2024,"amphetamine","CY002","CY","Larnaca",3.91,3.74,8.28,10.5,4.98,8.45,5.68,4.44,8.05,6.5
2024,"amphetamine","CY003","CY","Limassol",6.61,1.21,7.1,10.08,5.82,7.51,8.29,5.37,7.63,6.66
2024,"amphetamine","CY005","CY","Nicosia (2)",11.84,5.02,3.93,8.05,3.81,3.15,4.58,7.15,4.73,5.77
2024,"amphetamine","CY007","CY","Paphos",10.91,3.64,8.59,10.25,8.85,14.47,9.22,7.92,10.54,9.42
2024,"amphetamine","CZ001","CZ","Brno",28.09,23.35,17.78,30.59,27.39,34.74,23.66,25.03,27.62,26.51
2024,"amphetamine","CZ002","CZ","České Budějovice",29.85,27,22.66,30.08,27.1,25.79,15.22,24.02,26.4,25.38
2024,"amphetamine","CZ003","CZ","Karlovy Vary",28.22,38.09,33.89,34.07,33.27,36.86,25.51,30.61,34.52,32.85
2024,"amphetamine","CZ004","CZ","Ostrava",52.08,53.96,54.84,56.5,61.43,58.53,58.99,55.01,57.82,56.62
2024,"amphetamine","CZ005","CZ","Plzeň",56.83,55.59,71.69,59.25,58.61,52.45,47.93,53.45,60.5,57.48
2024,"amphetamine","CZ006","CZ","Prague (2)",53.53,56.18,46.24,63.76,49.83,51.85,55.05,54.92,52.92,53.78
2024,"amphetamine","CZ009","CZ","Ústí nad Labem",71.31,91.57,73.9,80.77,85.81,84.42,78.73,80.54,81.22,80.93
2024,"amphetamine","DE008","DE","Chemnitz",24.15,29.09,31.46,23.1,27.99,29.2,27.03,26.76,27.94,27.43
2024,"amphetamine","DE009","DE","Dortmund",250.44,451.53,184.82,263.92,199.21,233.78,251.68,317.88,220.43,262.2
2024,"amphetamine","DE010","DE","Dresden",50.52,51.64,60.74,48.86,47.9,46.02,48.4,50.19,50.88,50.58
2024,"amphetamine","DE012","DE","Erfurt",59.99,55.04,66.94,66.49,76.4,63.54,63.93,59.65,68.34,64.62
2024,"amphetamine","DE018","DE","Hamburg N",49,30.76,76.86,69.96,69.59,75.36,59.94,46.57,72.94,61.64
2024,"amphetamine","DE020","DE","Hannover (2)",78.99,95.44,92.92,91.53,127.22,93.93,101.33,91.92,101.4,97.34
2024,"amphetamine","DE023","DE","Magdeburg",120.62,117.32,127.08,137.94,158.26,130.44,127.92,121.95,138.43,131.37
2024,"amphetamine","DE026","DE","Munich G",40.48,32.77,38.35,40.37,38.77,39.04,35.29,36.18,39.13,37.87
2024,"amphetamine","DE028","DE","Nuremberg",46.94,58.73,49.32,55.26,57.37,59.8,44.87,50.18,55.44,53.19
2024,"amphetamine","DE030","DE","Saarbrücken (2)",485.48,495.73,508.4,491.6,551.82,496.05,460.83,480.68,511.97,498.56
2024,"amphetamine","DE033","DE","Stuttgart",122.58,94.44,107.25,106.48,125.15,92.41,129.62,115.55,107.82,111.13
2024,"amphetamine","DK001","DK","Aalborg",114.86,117.82,114.61,105.13,103.36,128.37,105.18,112.62,112.87,112.76
2024,"amphetamine","DK002","DK","Aarhus",70.61,110.72,37,108.97,70.17,71.25,49.99,77.11,71.85,74.1
2024,"amphetamine","DK003","DK","Copenhagen",91.4,95.31,98.4,109.82,88.47,93.63,93.44,93.38,97.58,95.78
2024,"amphetamine","DK004","DK","Esbjerg",213.47,204.48,200.91,190.26,199.82,182.15,207.96,208.63,193.28,199.86
2024,"amphetamine","DK005","DK","Næstved",175.05,187.17,187.01,186.43,191.91,178.02,149.07,170.43,185.84,179.24
2024,"amphetamine","DK006","DK","Odense",107.35,134.14,134.44,113.03,109.66,111.26,142.79,128.09,117.1,121.81
2024,"amphetamine","ES001","ES","Barcelona",29.38,40.9,48.25,38.65,48.24,34.13,53.8,41.36,42.32,41.91
2024,"amphetamine","ES003","ES","Granada",16.86,20.83,19.48,26.97,24.12,20.67,18.39,18.7,22.81,21.05
2024,"amphetamine","ES004","ES","Lleida",34.43,47.37,40.19,48.07,40.08,43.62,41.99,41.26,42.99,42.25
2024,"amphetamine","ES007","ES","Santiago",9.74,10.31,12.05,13.36,8.72,9.69,12.68,10.91,10.95,10.93
